inbound_date,delivery_note_id,product_id,received_qty,rejected_qty,rejected_reason
2022-05-23,438668,898953,1373,0,
2022-12-26,352445,562012,1226,0,
2022-02-15,291167,135561,2288,0,
2023-06-14,953454,294869,1552,0,
2022-12-03,864807,110895,2005,0,
2023-11-06,208929,830868,2404,95,Regulatory issue
2023-03-25,601049,778154,897,0,
2022-01-10,191640,380198,123,1,Quality Issue
2024-02-19,823340,588274,2288,0,
2023-12-16,593628,987868,984,0,
2023-03-19,199631,766632,2005,0,
2023-05-14,480559,519699,1712,0,
2024-09-25,729542,542632,194,0,
2022-09-25,566811,934703,2378,0,
2022-06-19,787567,530115,2201,0,
2022-05-31,104257,395345,795,0,
2024-07-22,378744,404670,2139,0,
2023-04-26,438389,889293,2127,0,
2022-08-22,456210,969212,1962,0,
2022-03-23,472932,268791,2178,0,
2022-09-26,454573,551418,2393,0,
2024-10-17,669723,292395,1148,0,
2023-07-01,619756,979944,654,0,
2022-07-02,684926,980008,1379,0,
2022-06-19,648807,859651,2037,0,
2022-01-12,675965,487193,517,0,
2024-04-12,882842,573881,1724,0,
2023-07-23,275213,190144,1399,0,
2024-06-15,822816,299666,2450,0,
2023-06-25,771577,293290,1442,0,
2022-05-08,105278,168986,1535,0,
2023-08-02,283625,325839,963,0,
2022-06-03,200156,166195,2015,60,Regulatory issue
2024-08-19,686389,831354,152,0,
2023-07-31,530362,542654,2144,77,Regulatory issue
2024-12-17,124175,897131,1577,0,
2023-01-15,791108,720239,842,0,
2024-07-23,940586,283085,1482,0,
2023-11-20,470587,949853,256,0,
2023-04-20,626809,125161,1130,0,
2024-10-05,674926,414457,204,0,
2023-08-24,179919,409447,2187,0,
2024-01-18,908085,864680,1016,23,Regulatory issue
2024-06-22,314447,828707,1179,0,
2022-12-29,659081,753545,2468,4,Regulatory issue
2022-12-09,457558,255362,1991,0,
2023-07-09,127159,420100,2253,0,
2022-10-13,691075,841597,445,0,
2022-02-13,575434,110199,456,0,
2023-02-23,981039,116248,1862,64,Regulatory issue
2022-01-09,776099,105964,297,0,
2022-03-12,762195,282771,332,0,
2022-03-25,462690,974536,2092,0,
2024-08-24,697650,746562,1004,0,
2023-07-20,126775,596104,228,0,
2023-10-05,689596,252823,1292,0,
2022-06-04,759907,598283,1398,0,
2024-08-14,988979,126267,1621,0,
2024-01-22,339158,353923,1634,0,
2022-11-24,183156,411177,1536,56,Regulatory issue
2022-08-16,802001,644117,1799,0,
2022-03-03,863915,686853,1039,0,
2024-07-01,710414,781158,148,0,
2022-03-17,457558,255362,2152,0,
2024-04-22,724944,934579,2222,0,
2023-07-26,678302,254496,1461,45,Regulatory issue
2022-12-25,225436,629698,1483,0,
2024-05-30,895747,364638,640,0,
2023-10-26,440530,105242,1449,0,
2022-07-05,956257,568380,2091,0,
2024-08-04,710400,380158,2364,0,
2022-01-22,374113,514194,994,0,
2023-08-19,775667,912583,1940,0,
2024-04-09,239370,740702,2002,0,
2022-08-09,353574,643572,2331,0,
2024-04-05,389266,839940,962,0,
2022-09-09,568908,733561,1440,0,
2022-12-28,317949,263922,1470,0,
2024-05-22,243110,203294,2249,0,
2024-08-28,913808,205770,1291,0,
2024-02-26,264976,409626,1699,0,
2024-01-06,879422,226389,1268,0,
2024-02-23,782858,904741,405,0,
2022-08-27,321252,854147,2207,0,
2023-10-25,748140,973013,796,4,Quality Issue
2023-05-14,545964,209334,862,0,
2022-06-12,970306,561191,722,15,Quality Issue
2022-07-26,673471,575031,390,0,
2024-02-24,218907,164756,1634,0,
2023-07-20,481166,313325,1190,0,
2023-06-30,266096,242207,1728,0,
2024-04-16,366802,262139,2044,0,
2024-02-04,182922,931448,2053,0,
2023-10-11,445548,235956,1525,0,
2024-05-26,959197,675369,985,0,
2024-08-20,241015,160219,239,0,
2023-06-13,246097,688984,2358,0,
2023-05-03,589951,439449,830,0,
2022-03-29,621684,108612,1598,0,
2024-06-07,221840,752082,407,0,
2024-02-10,704962,537797,1083,0,
2022-07-31,959235,204945,745,0,
2022-10-14,613112,841129,2163,60,Quality Issue
2024-02-05,444555,370562,223,0,
2024-05-14,316147,545753,1215,0,
2022-05-11,358259,286440,1246,0,
2022-07-26,702461,560988,1510,0,
2023-11-06,470963,935509,876,0,
2023-09-12,775667,912583,2063,0,
2022-05-16,834349,650911,930,0,
2022-02-15,775667,912583,652,0,
2023-01-29,158265,596200,496,0,
2022-08-04,515796,807978,1359,0,
2022-04-07,289633,663902,1472,0,
2023-05-21,526769,854189,1091,0,
2023-09-24,278084,924997,595,0,
2023-03-11,233798,754434,2392,0,
2023-04-11,845593,406361,1702,0,
2022-05-18,884551,668325,1179,0,
2023-03-01,561459,361809,1090,0,
2022-03-01,697650,746562,202,0,
2024-11-22,684926,980008,766,0,
2024-07-04,663460,480345,1171,0,
2024-11-06,125085,427093,1556,0,
2024-02-12,564957,262013,1892,0,
2023-03-19,551218,202337,1219,0,
2024-07-08,430738,881155,2001,0,
2022-06-24,758690,325923,2184,0,
2022-01-23,146675,374401,1584,0,
2023-08-26,610523,273364,1443,0,
2024-12-20,657262,681468,421,0,
2024-10-05,972917,367929,1937,0,
2024-03-02,146675,374401,1083,0,
2022-11-24,211421,457220,1054,0,
2023-08-08,387320,811271,2318,0,
2023-01-25,461398,969554,643,0,
2022-12-02,712629,495896,1173,0,
2023-10-12,681443,664308,1192,0,
2022-03-25,468362,942983,1648,0,
2022-03-15,117380,663813,1380,0,
2024-06-24,126775,596104,662,0,
2022-04-21,942713,806367,1787,0,
2023-04-27,919117,120686,2010,0,
2024-03-26,638940,846480,1550,0,
2023-11-30,208929,830868,297,0,
2022-07-11,114617,765440,728,0,
2024-05-16,461398,969554,739,0,
2024-06-23,249071,991620,1315,0,
2024-04-21,722456,603792,2220,0,
2024-06-03,877939,940002,2350,0,
2024-09-22,913637,173215,2040,53,Regulatory issue
2022-11-15,217830,563206,2015,0,
2022-01-11,350369,466213,1662,21,Quality Issue
2022-12-31,759922,582530,1189,0,
2022-12-23,247212,167212,1874,0,
2022-12-26,454217,953092,1501,0,
2023-12-22,657436,497229,2321,0,
2023-07-18,251772,624784,1768,49,Quality Issue
2024-02-02,172664,365218,999,0,
2022-04-30,586097,469613,395,0,
2024-03-24,883378,869681,517,13,Regulatory issue
2023-11-01,391920,431346,1217,0,
2024-05-20,771229,875670,1157,0,
2023-02-19,568046,295677,2237,107,Regulatory issue
2022-01-30,962227,577049,807,0,
2024-01-28,678302,254496,256,0,
2024-06-26,772117,429685,1125,0,
2024-04-03,695766,939733,1614,0,
2022-10-26,220495,185133,1484,0,
2024-11-18,684288,781897,2185,0,
2022-07-05,821977,504920,1584,0,
2022-06-29,282217,812169,1341,0,
2024-09-22,952033,200959,2409,0,
2022-07-23,787567,530115,432,0,
2022-12-13,568046,295677,2306,71,Regulatory issue
2023-01-27,733373,220543,1929,0,
2022-08-09,328071,395238,1974,0,
2023-07-31,238068,220011,2318,54,Quality Issue
2024-06-18,927574,982201,607,0,
2024-10-03,471752,475484,2336,0,
2022-12-08,104784,963152,821,0,
2024-11-26,994400,963044,1942,0,
2023-10-09,847720,314209,1311,0,
2024-06-01,701608,209915,1613,0,
2023-11-24,879848,763224,1982,0,
2024-10-07,965642,699969,267,0,
2023-12-01,651304,362977,1722,0,
2023-06-11,685118,477194,1635,0,
2024-09-17,406224,466611,663,0,
2023-08-15,609676,887004,2054,0,
2022-06-24,723910,399283,1502,0,
2023-04-08,563743,724497,1675,0,
2022-09-19,746789,345528,507,24,Regulatory issue
2022-06-18,414552,250464,939,0,
2023-03-21,326756,456962,1925,0,
2023-09-22,995600,530915,2438,13,Quality Issue
2022-08-10,194205,463834,168,0,
2022-10-11,391635,400921,1729,0,
2024-08-09,948886,173198,316,0,
2022-10-10,672468,431677,825,0,
2023-10-30,386953,536365,1428,0,
2022-01-17,268503,829034,1929,0,
2023-10-28,647404,381821,1780,0,
2023-02-23,747198,674170,415,0,
2023-12-09,818595,495444,666,2,Quality Issue
2022-12-02,599235,585925,878,0,
2023-11-08,664463,939609,2102,0,
2023-03-24,771229,875670,2442,0,
2023-08-10,140437,539633,2093,0,
2024-03-22,635263,527217,1099,0,
2023-06-19,522733,347756,1316,0,
2022-10-17,515197,767154,620,0,
2024-09-03,931506,296533,2052,0,
2024-03-10,395909,760151,922,0,
2023-01-03,666387,536149,1633,0,
2022-08-09,438668,898953,1268,0,
2022-09-28,880061,255391,1211,0,
2022-11-17,635263,527217,1872,0,
2024-11-07,469302,266059,1198,0,
2024-09-16,724492,940812,1964,0,
2024-02-20,762110,879341,2375,0,
2022-08-22,422159,748776,2128,0,
2024-05-27,319529,259331,1450,0,
2023-07-04,138620,298919,103,0,
2022-03-01,970306,561191,1087,0,
2024-03-23,827199,365762,1945,0,
2022-09-17,815185,788570,1360,0,
2024-04-26,921788,251652,2232,0,
2022-03-11,114617,765440,1979,0,
2024-11-16,140437,539633,1093,30,Regulatory issue
2023-07-20,282217,812169,2108,0,
2023-02-10,675965,487193,2195,0,
2022-01-11,909314,410114,1674,0,
2022-06-18,568908,733561,1700,0,
2024-02-03,669723,292395,604,0,
2022-07-05,373826,721538,841,0,
2023-10-07,460280,921117,1418,22,Regulatory issue
2024-10-05,474306,295634,2098,0,
2024-09-08,894828,580932,730,0,
2022-08-21,129936,938002,1905,0,
2022-01-26,782858,904741,2079,0,
2023-07-20,927574,982201,852,0,
2023-04-24,815850,537140,824,0,
2022-11-27,815185,788570,1661,0,
2024-03-22,782858,904741,2088,0,
2024-10-25,167451,935514,2352,0,
2024-08-11,697782,862405,107,0,
2023-12-30,234473,393806,790,0,
2024-09-06,237500,544222,1288,0,
2023-08-25,951761,862534,698,0,
2024-05-10,867972,515011,1448,0,
2022-08-06,715428,452776,956,0,
2022-11-04,160572,665713,320,0,
2024-04-14,564168,982035,2186,0,
2024-05-03,338152,421354,1464,0,
2024-03-13,907051,762474,592,0,
2023-10-14,328071,395238,1885,0,
2022-07-14,956257,568380,651,0,
2024-11-23,583101,884460,1128,0,
2023-03-05,621684,108612,291,0,
2024-09-01,489774,938736,637,0,
2024-04-23,256745,930403,2365,0,
2022-11-12,455340,269863,2426,0,
2023-03-16,270689,739096,128,0,
2023-02-25,693727,795085,2001,72,Quality Issue
2024-04-11,702461,560988,1122,0,
2024-06-11,913637,173215,1281,0,
2023-06-12,334323,397623,2375,0,
2024-08-09,564957,262013,2470,0,
2023-10-13,470326,949310,1121,0,
2022-05-31,522510,603537,1103,0,
2024-08-17,748553,454184,1521,0,
2023-02-08,792746,278423,108,0,
2023-04-06,279778,350897,276,0,
2024-07-28,225510,792239,1148,0,
2023-05-26,454217,953092,308,12,Quality Issue
2024-12-15,510773,706256,322,0,
2022-09-03,566811,934703,1755,0,
2023-08-24,515106,975738,1731,0,
2024-12-02,820312,828370,1428,0,
2022-12-06,942713,806367,215,0,
2024-08-22,269689,469375,271,0,
2022-08-24,317949,263922,467,0,
2023-04-13,427089,363394,2197,0,
2022-11-01,353233,546962,2478,0,
2022-11-23,461317,793580,550,0,
2023-01-01,665975,563616,2227,0,
2023-10-21,940586,283085,962,0,
2024-08-25,815185,788570,1762,0,
2022-06-28,733908,922686,2227,47,Regulatory issue
2022-12-21,225510,792239,472,0,
2022-04-07,265512,778383,804,0,
2022-10-18,196907,993757,2185,0,
2023-04-23,427089,363394,1946,0,
2023-10-15,697071,893771,483,0,
2022-05-07,366802,262139,935,0,
2023-08-31,352094,759243,1370,0,
2022-12-27,364381,469834,2039,0,
2023-10-18,453905,784423,1008,0,
2023-03-06,430738,881155,1995,0,
2023-07-19,446799,434750,1163,0,
2022-07-01,502897,448296,402,0,
2024-08-21,196044,910818,1356,0,
2024-12-08,267967,233069,1964,0,
2023-08-31,673204,721043,1687,0,
2024-10-21,724944,934579,1914,0,
2022-04-02,287164,599775,817,0,
2023-09-11,173435,667444,604,0,
2022-08-26,294995,780132,1710,0,
2024-09-28,391688,957379,917,15,Quality Issue
2022-05-31,230814,535525,335,0,
2024-01-27,282217,812169,1062,0,
2023-01-22,895163,685835,1659,0,
2024-06-18,371038,333270,2458,0,
2023-10-08,578759,422773,388,0,
2023-10-27,466825,286229,1004,0,
2023-09-13,609676,887004,2139,0,
2023-12-06,458401,375083,940,0,
2022-11-01,821977,504920,108,0,
2024-12-23,955671,676300,1469,0,
2022-05-01,516001,331869,660,0,
2024-02-12,254751,738343,1169,0,
2024-02-19,254751,738343,564,0,
2022-12-13,700430,946171,948,0,
2023-04-25,200290,488682,1003,0,
2024-02-15,179919,409447,2279,0,
2022-07-07,502897,448296,763,0,
2022-03-31,241039,637304,2439,0,
2022-04-03,649162,168474,1960,0,
2024-01-20,815185,788570,1660,0,
2022-06-25,704655,153282,239,0,
2022-02-10,217830,563206,957,0,
2023-03-23,959235,204945,1116,0,
2022-02-21,440530,105242,1697,0,
2024-12-17,984261,825851,634,0,
2024-02-10,322169,318200,912,0,
2024-09-14,199631,766632,305,0,
2022-12-16,439815,123419,954,0,
2024-12-31,406224,466611,1058,0,
2023-07-23,664463,939609,984,0,
2022-06-14,802626,754441,1368,0,
2024-07-01,585813,915586,1358,20,Regulatory issue
2022-11-27,913808,205770,269,0,
2024-04-06,290566,740835,175,0,
2022-11-21,373826,721538,1667,0,
2022-01-28,990636,760117,1419,0,
2022-07-12,526769,854189,730,0,
2024-10-05,107682,925587,2250,0,
2023-08-20,762195,282771,150,0,
2024-05-02,396710,243285,788,0,
2023-08-08,213613,981646,612,0,
2024-04-23,247060,701473,430,0,
2024-06-22,927852,100820,675,13,Regulatory issue
2023-11-27,653657,214869,342,16,Quality Issue
2023-12-06,480559,519699,1052,0,
2024-10-03,289753,874331,2117,0,
2023-06-12,717546,197941,1979,0,
2022-02-17,191666,866844,2114,0,
2023-05-17,751857,797620,878,0,
2024-01-07,194424,234328,1579,0,
2022-08-07,526379,106312,917,45,Quality Issue
2022-06-22,460375,255596,2177,0,
2022-03-27,466626,171553,882,0,
2022-04-20,877915,780239,1218,0,
2023-04-05,727209,885471,112,4,Regulatory issue
2022-05-06,455340,269863,715,0,
2022-03-07,236193,434079,1084,0,
2024-06-16,493065,317805,2005,0,
2023-03-07,480559,519699,351,0,
2022-10-16,762110,879341,607,0,
2023-10-09,652486,584918,395,0,
2024-02-12,202845,308386,675,0,
2024-03-27,591192,645185,2181,0,
2023-11-21,615276,902777,907,0,
2022-06-18,931506,296533,2300,0,
2023-12-27,234473,393806,826,0,
2022-11-29,825725,850499,1980,0,
2024-04-10,691075,841597,772,0,
2022-04-08,528933,857828,1009,0,
2024-05-25,126775,596104,802,0,
2023-01-24,637155,713947,2037,0,
2023-02-18,574010,564312,1337,0,
2022-01-25,738295,472851,770,0,
2024-08-19,564957,262013,535,21,Regulatory issue
2022-06-12,221840,752082,227,0,
2022-12-19,476188,850655,324,1,Quality Issue
2024-10-22,787567,530115,1708,0,
2023-04-18,574443,709603,590,0,
2022-06-10,552724,492320,1454,0,
2022-02-12,640829,632183,701,0,
2023-04-13,672039,620615,178,0,
2022-03-26,835304,969349,861,0,
2024-02-27,842045,160969,1417,0,
2024-06-29,359811,521911,2303,0,
2023-05-27,241039,637304,1156,0,
2023-03-24,883003,706767,1932,0,
2022-08-10,534754,101021,2034,0,
2022-05-27,753466,458873,2098,0,
2022-01-16,151508,125091,2473,0,
2023-02-26,326049,882571,824,0,
2023-07-25,249745,261489,230,0,
2024-10-14,437788,536143,2392,0,
2023-07-13,461317,793580,1713,0,
2022-03-27,883378,869681,1823,62,Quality Issue
2022-12-20,748400,645351,2237,0,
2023-09-28,722456,603792,1538,11,Regulatory issue
2024-07-20,588464,301883,896,0,
2022-08-06,446412,796576,1951,0,
2023-11-15,211773,572080,532,0,
2022-09-11,583101,884460,500,0,
2022-03-10,562302,680105,805,0,
2022-09-09,200156,166195,1795,0,
2023-01-19,162441,678206,379,0,
2024-06-18,231661,266952,899,0,
2022-08-26,722456,603792,1014,0,
2023-11-25,350369,466213,765,0,
2023-08-20,313633,291051,420,4,Regulatory issue
2024-03-23,154441,130674,1569,26,Quality Issue
2024-07-18,408259,790293,1431,0,
2022-11-24,802626,754441,489,0,
2023-05-21,301615,529810,2363,0,
2023-06-26,695532,980428,254,0,
2023-08-28,452573,430556,814,0,
2023-05-13,985714,720125,1240,0,
2023-06-14,820312,828370,2190,0,
2023-04-15,438389,889293,991,0,
2023-06-07,114889,428326,1031,0,
2022-07-04,657162,885847,1064,0,
2022-09-25,462690,974536,1397,0,
2022-08-05,564957,262013,720,0,
2022-12-30,265732,231832,1436,0,
2024-03-05,227112,448594,1598,0,
2022-04-14,995600,530915,137,0,
2024-11-14,679318,813611,1481,0,
2024-02-11,411105,566472,2458,0,
2024-01-16,109823,536515,851,0,
2023-06-18,631246,390134,1547,0,
2022-10-06,772465,142044,2450,0,
2023-06-27,352094,759243,797,0,
2023-02-26,895947,215336,1661,0,
2023-01-22,268503,829034,2143,0,
2023-06-20,657262,681468,1956,44,Quality Issue
2023-11-20,604650,852005,1540,0,
2022-10-15,906058,489666,1974,19,Regulatory issue
2022-08-24,874952,223043,1541,0,
2022-01-07,700430,946171,2219,0,
2023-10-03,772117,429685,2351,25,Quality Issue
2022-12-28,269689,469375,1548,0,
2024-12-09,755107,107295,359,0,
2024-05-29,464239,830849,138,0,
2022-10-20,494173,359344,412,0,
2022-03-27,789960,375257,1662,0,
2024-08-18,678302,254496,1276,0,
2023-03-09,981039,116248,503,0,
2023-07-20,361259,123992,1434,0,
2023-12-16,694857,987255,1953,28,Regulatory issue
2022-07-24,643892,144178,870,0,
2023-07-10,617187,604259,1616,0,
2022-05-23,141405,688849,1410,0,
2022-07-07,720491,975445,2390,0,
2023-01-09,781859,372197,615,0,
2024-09-08,711547,832738,1938,0,
2023-08-27,243110,203294,746,0,
2022-07-04,146458,992558,627,0,
2022-01-13,104180,599808,1598,0,
2024-09-08,664463,939609,705,0,
2022-04-16,308083,224061,1926,0,
2023-01-19,809941,712933,2139,0,
2023-08-28,509875,973301,636,0,
2024-03-02,464239,830849,495,0,
2022-09-13,558181,843420,757,0,
2023-08-03,143313,407199,2204,0,
2024-12-02,685118,477194,1538,0,
2022-12-24,836185,183457,875,0,
2022-04-15,326868,585758,396,0,
2022-05-02,609676,887004,1600,0,
2023-08-18,746052,787587,2485,0,
2023-01-28,984261,825851,2440,0,
2024-01-07,952033,200959,822,7,Regulatory issue
2022-11-28,393679,416170,436,0,
2023-11-07,606993,637154,2368,0,
2024-08-14,446392,493653,100,0,
2024-11-17,298485,222819,373,0,
2024-10-05,455340,269863,1664,0,
2022-11-02,855526,861337,1275,0,
2022-03-06,962227,577049,142,0,
2023-04-05,151508,125091,2254,14,Quality Issue
2023-09-30,352445,562012,288,0,
2024-05-25,143313,407199,556,0,
2023-05-15,236193,434079,993,0,
2024-04-24,248021,810607,115,0,
2024-03-31,115462,167042,1104,0,
2023-11-23,230814,535525,926,0,
2022-04-18,381691,663408,470,0,
2023-08-16,252000,111708,877,0,
2024-01-11,640662,552703,1790,0,
2022-10-21,302907,880654,1556,0,
2022-02-24,796994,312701,1721,0,
2024-06-08,870497,778840,388,3,Regulatory issue
2022-06-30,202246,568882,2449,0,
2022-02-05,847720,314209,2498,0,
2023-04-17,322169,318200,894,0,
2023-04-02,604650,852005,2022,0,
2022-01-07,636359,155894,1944,13,Regulatory issue
2022-01-24,901036,551699,477,4,Quality Issue
2022-06-06,212368,188885,2403,0,
2022-02-19,179919,409447,1307,0,
2022-01-24,738070,981926,2140,0,
2022-09-18,350369,466213,2465,0,
2024-06-21,319529,259331,988,0,
2022-05-25,712163,551060,1723,0,
2023-05-25,924821,405382,466,0,
2023-10-20,223883,743491,1330,0,
2024-12-20,433298,225504,167,0,
2023-07-04,589951,439449,1561,19,Quality Issue
2023-02-08,842045,160969,1484,0,
2024-10-13,558181,843420,1511,0,
2022-11-26,453905,784423,2235,0,
2022-05-27,509875,973301,399,0,
2022-10-24,410131,994602,876,0,
2023-11-07,675300,328960,1307,0,
2022-09-27,410250,792097,291,0,
2023-01-18,264245,207196,638,0,
2024-08-23,469302,266059,1758,0,
2023-12-28,827199,365762,1075,0,
2022-09-02,357410,465746,1916,0,
2023-03-30,872110,719004,1649,0,
2024-12-04,854196,417659,877,0,
2022-11-12,429406,579866,2389,0,
2024-08-05,427553,758773,1674,0,
2022-09-22,562348,802044,687,0,
2024-08-11,129615,504971,2026,15,Quality Issue
2023-05-20,268503,829034,2160,0,
2022-01-07,381691,663408,1497,0,
2024-12-29,289633,663902,1595,0,
2023-02-27,985714,720125,1822,0,
2022-06-12,712110,205938,513,0,
2022-01-29,410131,994602,347,0,
2023-05-12,246837,162767,2245,0,
2024-12-25,690436,310031,2138,0,
2022-10-12,669723,292395,1619,7,Quality Issue
2024-12-01,933012,850524,142,0,
2023-12-26,574443,709603,1131,0,
2024-07-04,314447,828707,288,0,
2023-08-28,733373,220543,2132,0,
2022-11-02,758277,560001,386,0,
2024-06-25,739708,553150,690,0,
2023-01-02,897223,812496,981,0,
2023-09-19,468362,942983,951,0,
2022-07-23,387320,811271,2286,0,
2024-08-26,962018,709859,2436,0,
2023-10-19,723910,399283,2282,0,
2022-12-18,493678,808175,497,0,
2023-12-27,970892,465996,1220,0,
2022-03-09,218175,432010,642,0,
2022-02-24,945382,116846,2331,0,
2023-03-08,547271,169493,278,0,
2024-08-28,265105,452646,1335,0,
2023-07-30,200290,488682,277,0,
2023-11-25,265732,231832,911,0,
2024-02-06,270090,996481,1521,0,
2024-05-07,583101,884460,1152,0,
2022-06-20,806412,720919,526,12,Quality Issue
2023-09-26,692013,268274,1458,0,
2023-04-09,636438,746309,2046,0,
2024-07-03,445548,235956,961,0,
2022-06-26,178814,288308,979,0,
2024-03-28,216451,675162,1071,0,
2024-09-19,289633,663902,2187,13,Regulatory issue
2024-02-05,366802,262139,1379,0,
2024-11-03,317807,658341,330,0,
2023-08-05,376151,168445,925,5,Quality Issue
2022-02-28,945382,116846,1294,0,
2022-04-03,498740,788622,1609,0,
2023-08-08,282425,938009,1695,0,
2022-08-16,802001,644117,1191,0,
2022-09-25,460375,255596,153,0,
2022-11-01,265512,778383,1388,0,
2023-09-11,638940,846480,1945,33,Quality Issue
2023-06-10,282425,938009,953,0,
2024-03-12,145948,586027,1321,0,
2024-10-31,315345,202739,1531,0,
2024-03-03,430738,881155,998,0,
2024-12-16,619756,979944,1755,0,
2024-03-30,718888,938845,1489,0,
2024-01-06,672468,431677,1530,0,
2024-10-17,270090,996481,595,0,
2023-12-24,653657,214869,1628,0,
2024-12-15,332599,311135,592,0,
2022-04-24,308083,224061,437,0,
2022-09-03,712163,551060,132,0,
2023-05-09,921788,251652,214,0,
2022-06-02,126775,596104,343,0,
2023-06-02,226864,499708,2196,0,
2022-02-06,988049,686351,2488,0,
2023-03-02,669016,117483,755,0,
2023-01-23,191640,380198,315,0,
2022-12-14,733908,922686,216,0,
2022-09-22,942713,806367,1395,0,
2023-06-01,771407,598199,1567,0,
2023-11-22,925127,309719,2229,0,
2022-01-04,868365,495972,352,0,
2024-11-01,909314,410114,2197,0,
2022-05-10,109823,536515,625,0,
2022-05-31,895947,215336,575,0,
2024-11-21,581184,247116,1582,0,
2023-02-12,666387,536149,2242,0,
2022-07-05,455340,269863,331,0,
2024-12-27,776099,105964,1938,0,
2022-06-13,287088,251472,555,0,
2023-05-13,277344,519499,1800,0,
2024-12-05,691075,841597,1158,0,
2024-07-26,809220,267900,967,0,
2023-03-06,700430,946171,1370,0,
2022-10-23,884720,472716,1114,0,
2022-05-19,649364,976864,1133,0,
2023-01-25,278084,924997,1719,0,
2022-08-23,515197,767154,1871,0,
2023-10-24,391635,400921,779,0,
2024-11-20,340359,317344,340,0,
2024-08-20,533143,424805,2021,0,
2022-02-12,521951,594277,2466,0,
2024-09-10,356093,656432,600,0,
2022-12-10,237497,675148,2095,0,
2022-05-26,689596,252823,2275,0,
2024-05-30,520355,260490,422,0,
2022-08-08,809220,267900,2363,0,
2022-05-27,493678,808175,2188,0,
2024-08-07,565096,197927,1832,0,
2023-11-29,521951,594277,593,25,Quality Issue
2023-10-03,410131,994602,396,0,
2024-07-27,143900,893365,2010,0,
2024-09-14,854196,417659,149,0,
2024-09-08,316147,545753,1467,0,
2023-10-21,606551,136260,2478,0,
2024-02-04,802626,754441,2310,0,
2022-03-17,352445,562012,1493,48,Regulatory issue
2024-06-15,476188,850655,360,6,Quality Issue
2023-06-24,429406,579866,2443,0,
2022-11-23,668994,726426,1875,52,Regulatory issue
2023-11-23,145471,476035,1135,0,
2024-10-23,211773,572080,1431,29,Quality Issue
2024-11-24,140437,539633,269,0,
2022-09-19,771407,598199,2147,0,
2023-10-18,760237,254537,213,0,
2022-09-22,326904,802813,349,15,Regulatory issue
2022-10-23,427089,363394,1912,0,
2022-11-16,105345,475851,973,0,
2024-01-02,127595,562878,1094,0,
2023-07-07,845593,406361,702,0,
2022-05-11,209518,894302,2339,0,
2022-08-09,640829,632183,1213,37,Regulatory issue
2023-11-23,120664,845459,2243,0,
2024-04-29,579137,944462,1662,0,
2022-10-25,583101,884460,1376,7,Regulatory issue
2023-10-15,617187,604259,905,0,
2024-11-24,526192,322995,1791,73,Quality Issue
2023-08-15,471752,475484,1550,0,
2024-04-24,198943,596220,860,0,
2024-12-16,724944,934579,406,0,
2022-10-10,908085,864680,2205,0,
2024-05-03,138435,877922,1866,0,
2022-12-31,151508,125091,1102,0,
2023-08-29,574443,709603,1122,0,
2023-06-14,769999,819930,774,0,
2022-06-28,712629,495896,926,10,Regulatory issue
2022-02-11,232483,634010,2084,0,
2023-10-25,696182,163400,1055,0,
2024-09-08,538407,427550,613,0,
2023-10-27,232105,612969,301,0,
2024-04-19,893646,832819,549,0,
2023-02-10,693727,795085,226,0,
2024-10-04,331329,262379,1026,0,
2022-06-08,681443,664308,2453,0,
2022-04-14,443034,871950,498,23,Quality Issue
2023-08-29,278084,924997,1238,0,
2022-10-29,438668,898953,1413,0,
2023-08-14,976153,852624,1667,0,
2023-11-18,106600,835299,739,0,
2024-06-17,196044,910818,116,0,
2024-03-19,938652,563669,713,17,Quality Issue
2022-12-04,445548,235956,1661,0,
2024-10-08,494633,849391,2023,54,Quality Issue
2023-01-19,689195,764263,1640,0,
2023-08-16,566811,934703,2091,0,
2022-04-24,879604,891616,685,32,Quality Issue
2022-05-15,166990,384532,772,0,
2022-05-12,581184,247116,1738,0,
2023-08-31,962271,815349,895,1,Regulatory issue
2024-09-24,787567,530115,895,0,
2023-11-02,718888,938845,927,0,
2023-05-21,720491,975445,1606,0,
2024-02-29,712629,495896,1081,0,
2022-08-02,940197,770942,1507,0,
2022-02-19,266518,657804,1943,0,
2022-10-06,221791,135897,754,0,
2024-08-29,560457,472358,760,0,
2022-12-07,209518,894302,2461,0,
2022-08-29,701608,209915,2242,0,
2022-02-02,706109,494215,1762,0,
2024-02-26,446881,159727,1179,0,
2022-06-03,696182,163400,2362,0,
2022-05-03,104257,395345,1207,0,
2023-03-05,665442,173408,876,0,
2023-11-12,511263,583015,1867,0,
2024-08-20,674926,414457,951,0,
2024-12-03,828123,104713,283,0,
2024-05-20,158981,918625,281,0,
2024-11-27,931506,296533,1804,0,
2023-04-19,912003,761340,1417,0,
2024-09-11,226864,499708,106,0,
2023-09-12,457558,255362,615,0,
2023-03-04,151507,190134,1315,0,
2022-08-03,509875,973301,2021,0,
2024-09-01,374113,514194,1722,0,
2024-06-17,317807,658341,2236,0,
2023-07-03,404094,851805,614,0,
2024-10-02,787567,530115,2033,0,
2022-09-20,461317,793580,1467,0,
2022-08-27,293156,755808,256,0,
2023-07-20,225510,792239,1166,39,Quality Issue
2022-01-20,473370,148157,1913,0,
2024-03-21,658934,726756,384,0,
2023-11-16,820312,828370,628,8,Regulatory issue
