inbound_date,supplier_id,delivery_note_id,product_id,received_qty,rejected_qty,inbound_status,rejected_reason,unloading_started_time,unloading_completed_time,inbound_putaway_completed_time
2024-11-26,SUP085,712629,495896,312,0,Accepted,,10:11:00,12:49:00,13:11:00
2023-12-12,SUP060,456210,969212,684,0,Accepted,,14:15:00,15:33:00,15:58:00
2022-09-01,SUP036,494895,830904,1595,0,Accepted,,09:01:00,10:27:00,11:03:00
2023-10-15,SUP086,353233,546962,695,0,Accepted,,13:22:00,14:58:00,15:34:00
2022-08-19,SUP009,809220,267900,2052,0,Accepted,,12:50:00,14:43:00,14:53:00
2022-06-29,SUP034,791108,720239,272,0,Accepted,,13:26:00,14:48:00,15:14:00
2023-11-20,SUP064,597240,634921,675,0,Accepted,,13:22:00,15:41:00,16:22:00
2024-11-15,SUP027,591653,288681,1521,0,Accepted,,11:56:00,14:22:00,14:49:00
2024-12-27,SUP076,173435,667444,889,0,Accepted,,14:15:00,16:50:00,17:29:00
2024-01-20,SUP020,413649,342022,979,0,Accepted,,11:31:00,12:31:00,12:45:00
2022-05-14,SUP075,997198,112721,668,0,Accepted,,14:05:00,15:44:00,16:09:00
2023-02-01,SUP002,228322,858316,960,0,Accepted,,14:10:00,16:01:00,16:16:00
2023-05-20,SUP085,381691,663408,2461,0,Accepted,,13:57:00,15:35:00,16:05:00
2024-06-27,SUP098,199815,746222,1110,0,Accepted,,10:46:00,13:45:00,14:14:00
2022-07-14,SUP053,438389,889293,1318,0,Accepted,,11:15:00,12:15:00,12:36:00
2024-05-17,SUP085,989833,954777,495,0,Accepted,,12:25:00,14:30:00,15:03:00
2024-09-27,SUP015,606895,914643,1695,0,Accepted,,11:23:00,12:47:00,13:00:00
2022-08-13,SUP032,733373,220543,876,0,Accepted,,13:40:00,15:34:00,16:13:00
2023-03-20,SUP041,636438,746309,1787,0,Accepted,,12:03:00,13:29:00,13:46:00
2024-06-28,SUP064,895163,685835,167,0,Accepted,,09:10:00,11:03:00,11:27:00
2024-05-28,SUP026,446412,796576,372,0,Accepted,,12:35:00,14:02:00,14:43:00
2022-09-23,SUP025,771229,875670,1915,0,Accepted,,12:12:00,13:12:00,13:49:00
2022-02-25,SUP087,933012,850524,1561,0,Accepted,,09:36:00,11:52:00,12:27:00
2022-07-20,SUP062,673204,721043,1950,0,Accepted,,10:05:00,11:44:00,12:12:00
2023-01-12,SUP034,275213,190144,653,0,Accepted,,14:50:00,16:07:00,16:50:00
2024-11-22,SUP048,489774,938736,1492,0,Accepted,,13:37:00,16:02:00,16:23:00
2023-01-26,SUP098,957352,683414,1356,0,Accepted,,11:50:00,13:41:00,13:59:00
2024-06-07,SUP026,724944,934579,2029,0,Accepted,,10:21:00,11:45:00,12:27:00
2024-07-05,SUP061,772117,429685,1042,0,Accepted,,10:14:00,11:41:00,12:24:00
2024-06-23,SUP033,672468,431677,1048,0,Accepted,,13:49:00,16:37:00,16:51:00
2022-06-06,SUP017,182922,931448,1537,0,Accepted,,13:12:00,15:55:00,16:14:00
2024-11-09,SUP090,756210,181354,2314,0,Accepted,,09:21:00,10:27:00,11:06:00
2022-04-11,SUP076,373826,721538,491,0,Accepted,,14:56:00,17:13:00,17:48:00
2024-08-27,SUP015,718888,938845,1602,0,Accepted,,11:40:00,13:45:00,14:13:00
2023-05-21,SUP002,247060,701473,2273,0,Accepted,,14:56:00,17:11:00,17:41:00
2022-03-25,SUP058,172605,136021,1450,0,Accepted,,12:25:00,14:39:00,15:19:00
2022-03-22,SUP031,254751,738343,2313,0,Accepted,,13:55:00,15:29:00,15:43:00
2023-08-17,SUP077,904668,656716,1813,0,Accepted,,14:48:00,16:03:00,16:27:00
2022-03-06,SUP075,520927,808848,1925,0,Accepted,,13:04:00,14:14:00,14:55:00
2022-03-19,SUP084,702461,560988,2359,0,Accepted,,13:43:00,14:48:00,15:00:00
2024-10-04,SUP020,884551,668325,830,0,Accepted,,11:25:00,14:00:00,14:42:00
2023-03-08,SUP039,491280,890138,2253,76,Rejected,Regulatory issue,12:57:00,14:36:00,15:16:00
2024-03-06,SUP069,894115,822210,490,0,Accepted,,12:29:00,14:42:00,15:20:00
2023-06-30,SUP011,244957,833109,1237,0,Accepted,,09:11:00,10:42:00,11:22:00
2022-02-08,SUP038,228322,858316,768,0,Accepted,,10:22:00,12:42:00,13:15:00
2023-06-23,SUP014,151507,190134,1273,0,Accepted,,10:39:00,11:42:00,12:18:00
2024-06-05,SUP040,759907,598283,1898,0,Accepted,,12:39:00,15:01:00,15:27:00
2023-09-15,SUP050,999853,181242,684,0,Accepted,,11:46:00,13:49:00,14:00:00
2024-08-05,SUP061,193920,770551,1087,0,Accepted,,13:42:00,15:15:00,15:52:00
2022-03-09,SUP004,649162,168474,1243,0,Accepted,,14:08:00,16:41:00,17:22:00
2022-11-13,SUP089,430738,881155,225,0,Accepted,,09:12:00,11:10:00,11:47:00
2022-06-19,SUP012,466825,286229,1615,0,Accepted,,11:02:00,13:02:00,13:40:00
2022-04-20,SUP023,744444,512005,2357,0,Accepted,,12:20:00,14:30:00,14:52:00
2022-09-19,SUP002,815850,537140,988,0,Accepted,,11:17:00,13:19:00,13:33:00
2023-07-05,SUP020,163908,626456,923,0,Accepted,,12:04:00,13:45:00,14:13:00
2022-07-28,SUP042,895747,364638,1875,0,Accepted,,10:04:00,12:34:00,12:51:00
2024-07-23,SUP096,913808,205770,2005,0,Accepted,,13:28:00,14:56:00,15:10:00
2023-11-01,SUP086,919815,645680,2474,0,Accepted,,09:54:00,11:15:00,11:32:00
2022-10-27,SUP042,796954,439013,1756,0,Accepted,,11:12:00,13:17:00,13:38:00
2023-02-25,SUP075,440830,954429,1201,46,Rejected,Regulatory issue,11:52:00,13:47:00,14:30:00
2023-11-29,SUP083,218907,164756,585,0,Accepted,,10:39:00,12:41:00,13:18:00
2022-08-20,SUP051,800831,483381,521,0,Accepted,,11:11:00,13:10:00,13:35:00
2023-06-25,SUP093,440530,105242,1824,0,Accepted,,10:55:00,13:00:00,13:18:00
2024-01-13,SUP077,759922,582530,2011,0,Accepted,,12:45:00,15:24:00,15:38:00
2024-09-27,SUP053,639060,248610,662,0,Accepted,,13:00:00,14:38:00,14:48:00
2023-03-09,SUP019,272915,285661,2230,0,Accepted,,14:56:00,16:17:00,16:41:00
2024-07-27,SUP016,610770,393948,1300,0,Accepted,,14:09:00,15:43:00,16:09:00
2023-10-26,SUP057,185951,608301,431,9,On-hold,Quality Issue,12:03:00,14:45:00,15:04:00
2024-02-25,SUP081,544980,586634,1008,0,Accepted,,13:28:00,14:29:00,14:40:00
2023-11-01,SUP058,994860,611471,2164,0,Accepted,,10:23:00,11:24:00,11:39:00
2023-12-08,SUP053,126775,596104,160,0,Accepted,,10:51:00,13:46:00,13:56:00
2024-04-15,SUP085,953454,294869,108,0,Accepted,,09:35:00,12:15:00,12:57:00
2023-03-03,SUP065,193920,770551,2492,0,Accepted,,09:05:00,11:27:00,11:45:00
2023-04-07,SUP042,690436,310031,1512,18,Rejected,Quality Issue,09:45:00,11:11:00,11:55:00
2022-05-22,SUP055,990533,149870,261,0,Accepted,,10:48:00,12:51:00,13:29:00
2024-12-24,SUP074,956257,568380,1399,42,Rejected,Regulatory issue,13:59:00,16:26:00,16:55:00
2024-06-29,SUP081,236193,434079,501,0,Accepted,,10:16:00,12:45:00,13:13:00
2023-03-21,SUP074,818910,261177,689,0,Accepted,,09:07:00,10:16:00,10:40:00
2024-11-13,SUP018,395909,760151,1697,0,Accepted,,11:03:00,12:11:00,12:54:00
2023-02-20,SUP002,610300,154183,1672,0,Accepted,,09:59:00,12:11:00,12:51:00
2023-07-26,SUP043,194424,234328,258,0,Accepted,,14:26:00,17:21:00,17:41:00
2022-09-15,SUP032,733908,922686,2217,0,Accepted,,12:09:00,14:30:00,15:10:00
2024-11-24,SUP098,544230,203333,442,0,Accepted,,10:23:00,12:58:00,13:41:00
2023-05-08,SUP099,209491,176983,1202,0,Accepted,,12:50:00,15:36:00,15:56:00
2024-03-19,SUP051,553862,465843,1863,0,Accepted,,09:07:00,11:46:00,12:09:00
2023-08-04,SUP093,317949,263922,450,0,Accepted,,13:54:00,15:36:00,16:10:00
2024-06-26,SUP017,129936,938002,1725,0,Accepted,,10:49:00,13:09:00,13:34:00
2022-09-14,SUP054,426091,245992,1746,0,Accepted,,13:39:00,14:46:00,15:09:00
2023-07-09,SUP046,704962,537797,2274,0,Accepted,,10:59:00,12:48:00,12:58:00
2024-01-15,SUP086,908085,864680,509,0,Accepted,,13:48:00,15:30:00,15:58:00
2024-04-23,SUP085,927574,982201,278,0,Accepted,,09:27:00,10:56:00,11:40:00
2024-04-07,SUP000,395909,760151,991,0,Accepted,,10:32:00,11:47:00,12:11:00
2024-07-02,SUP073,970216,165567,183,0,Accepted,,09:24:00,10:40:00,10:58:00
2024-04-05,SUP043,433298,225504,695,0,Accepted,,13:19:00,15:12:00,15:41:00
2023-10-08,SUP034,710414,781158,772,0,Accepted,,09:28:00,10:33:00,10:47:00
2023-10-13,SUP012,318398,229367,323,4,Rejected,Quality Issue,10:15:00,11:20:00,11:47:00
2023-08-21,SUP031,579137,944462,2391,0,Accepted,,14:18:00,17:09:00,17:27:00
2024-04-05,SUP006,515556,838349,1375,0,Accepted,,13:10:00,15:44:00,16:14:00
2023-05-06,SUP026,583019,695171,586,0,Accepted,,10:42:00,12:39:00,12:58:00
2024-12-16,SUP029,672468,431677,234,0,Accepted,,14:22:00,15:56:00,16:28:00
2022-12-04,SUP025,692444,523458,2464,0,Accepted,,11:47:00,13:55:00,14:32:00
2024-12-16,SUP015,557270,164350,122,0,Accepted,,10:54:00,12:41:00,13:05:00
2023-03-01,SUP002,677956,766627,1438,0,Accepted,,09:42:00,11:16:00,12:01:00
2022-05-03,SUP032,646173,732913,1414,67,Rejected,Regulatory issue,09:06:00,11:27:00,11:52:00
2022-11-08,SUP011,950622,817744,787,0,Accepted,,11:56:00,13:51:00,14:21:00
2022-11-29,SUP030,196779,134605,645,0,Accepted,,12:16:00,13:33:00,13:57:00
2024-10-08,SUP042,127595,562878,1740,0,Accepted,,09:24:00,11:24:00,12:08:00
2024-12-23,SUP065,800831,483381,1956,0,Accepted,,11:59:00,13:17:00,13:47:00
2022-06-13,SUP040,748140,973013,1672,26,Rejected,Regulatory issue,11:56:00,14:05:00,14:34:00
2022-01-01,SUP060,265478,154597,488,0,Accepted,,13:37:00,14:46:00,15:31:00
2024-03-19,SUP054,723733,603096,743,0,Accepted,,13:19:00,15:48:00,16:18:00
2022-05-13,SUP047,387320,811271,890,0,Accepted,,12:14:00,14:34:00,15:14:00
2024-10-06,SUP038,752214,328704,2308,0,Accepted,,10:38:00,12:46:00,13:14:00
2022-12-23,SUP000,818595,495444,1116,0,Accepted,,12:19:00,14:36:00,15:17:00
2022-11-03,SUP010,391688,957379,2030,39,Rejected,Regulatory issue,09:28:00,11:15:00,11:51:00
2024-10-05,SUP058,779481,664720,2280,0,Accepted,,11:20:00,14:08:00,14:24:00
2024-07-18,SUP027,471752,475484,1259,9,Rejected,Quality Issue,10:42:00,13:36:00,13:47:00
2023-02-07,SUP024,538742,820291,341,0,Accepted,,14:47:00,16:27:00,17:03:00
2023-04-19,SUP081,796994,312701,935,0,Accepted,,09:55:00,11:13:00,11:34:00
2023-11-10,SUP047,410155,321141,2378,0,Accepted,,10:19:00,12:18:00,12:32:00
2024-06-07,SUP022,440530,105242,126,0,Accepted,,11:18:00,13:29:00,13:51:00
2024-01-17,SUP000,990493,581157,2208,0,Accepted,,14:26:00,15:57:00,16:36:00
2023-05-01,SUP068,443034,871950,2336,0,Accepted,,10:11:00,11:50:00,12:19:00
2023-12-19,SUP017,885332,454234,1218,0,Accepted,,09:52:00,11:04:00,11:36:00
2022-04-15,SUP016,225157,251344,2292,0,Accepted,,12:25:00,13:35:00,13:51:00
2024-01-22,SUP034,800831,483381,246,0,Accepted,,12:56:00,14:06:00,14:50:00
2023-07-14,SUP014,265105,452646,1551,0,Accepted,,13:50:00,16:04:00,16:34:00
2022-08-20,SUP086,774664,325823,1933,0,Accepted,,11:16:00,12:25:00,12:40:00
2022-11-03,SUP065,317949,263922,1011,0,Accepted,,11:25:00,13:55:00,14:10:00
2023-02-04,SUP062,218175,432010,1033,0,Accepted,,11:00:00,13:37:00,13:49:00
2022-12-22,SUP085,769999,819930,1917,62,Rejected,Regulatory issue,11:42:00,13:22:00,14:02:00
2024-05-01,SUP025,353233,546962,670,0,Accepted,,12:13:00,14:15:00,14:48:00
2023-09-10,SUP032,225436,629698,1542,0,Accepted,,11:07:00,12:21:00,13:01:00
2023-08-05,SUP013,136666,376270,2326,0,Accepted,,12:13:00,14:55:00,15:13:00
2022-09-08,SUP010,678871,771562,2267,0,Accepted,,10:58:00,12:15:00,12:38:00
2024-02-02,SUP072,158265,596200,2054,49,Rejected,Quality Issue,14:17:00,15:58:00,16:30:00
2022-02-13,SUP074,776099,105964,1133,0,Accepted,,10:57:00,12:37:00,12:50:00
2022-07-19,SUP017,574443,709603,1245,0,Accepted,,14:32:00,15:59:00,16:21:00
2022-05-11,SUP081,350369,466213,1570,56,Rejected,Quality Issue,11:13:00,13:02:00,13:42:00
2022-03-19,SUP038,528933,857828,1976,0,Accepted,,12:16:00,15:13:00,15:35:00
2022-11-04,SUP048,514400,824234,2486,0,Accepted,,14:20:00,16:46:00,17:02:00
2023-07-17,SUP077,272915,285661,2305,0,Accepted,,09:40:00,10:47:00,11:26:00
2024-09-07,SUP098,577259,843194,1854,14,On-hold,Regulatory issue,12:48:00,14:05:00,14:50:00
2023-08-06,SUP013,560126,636168,327,0,Accepted,,10:02:00,12:56:00,13:32:00
2022-10-09,SUP042,960743,857773,918,33,On-hold,Quality Issue,12:14:00,13:46:00,13:57:00
2023-11-09,SUP004,411105,566472,2225,0,Accepted,,12:20:00,14:19:00,14:45:00
2022-07-31,SUP011,104675,312234,1384,8,Rejected,Regulatory issue,10:08:00,12:05:00,12:35:00
2023-10-22,SUP066,191640,380198,727,0,Accepted,,11:40:00,14:17:00,14:27:00
2022-07-12,SUP076,904617,186766,2043,0,Accepted,,12:08:00,13:29:00,13:50:00
2024-01-16,SUP047,455340,269863,1409,0,Accepted,,14:57:00,17:32:00,17:55:00
2022-10-26,SUP079,940197,770942,2003,0,Accepted,,14:42:00,17:40:00,18:01:00
2023-04-18,SUP025,927852,100820,1704,0,Accepted,,14:37:00,16:48:00,17:04:00
2023-12-08,SUP025,277344,519499,1058,25,Rejected,Regulatory issue,11:04:00,13:03:00,13:21:00
2024-03-09,SUP030,931506,296533,2146,0,Accepted,,14:35:00,17:24:00,17:43:00
2023-01-08,SUP090,738295,472851,688,0,Accepted,,10:40:00,12:05:00,12:46:00
2023-02-02,SUP031,325877,806847,1957,0,Accepted,,14:17:00,17:10:00,17:34:00
2024-08-09,SUP024,405294,190312,583,0,Accepted,,09:41:00,11:19:00,11:43:00
2023-01-26,SUP019,415927,316378,2024,0,Accepted,,13:44:00,16:16:00,17:00:00
2023-06-26,SUP085,166990,384532,1705,0,Accepted,,13:50:00,15:58:00,16:12:00
2023-11-05,SUP099,294995,780132,436,0,Accepted,,10:00:00,12:28:00,12:41:00
2022-10-23,SUP058,994084,220084,1119,0,Accepted,,10:13:00,12:44:00,13:05:00
2022-12-13,SUP060,358259,286440,1124,0,Accepted,,11:31:00,13:03:00,13:42:00
2024-05-06,SUP097,733908,922686,1346,0,Accepted,,13:01:00,15:53:00,16:13:00
2023-11-16,SUP022,978371,672033,466,0,Accepted,,09:57:00,11:15:00,11:41:00
2024-09-15,SUP030,631246,390134,2489,0,Accepted,,10:32:00,11:37:00,12:12:00
2023-05-14,SUP020,715428,452776,483,0,Accepted,,11:55:00,14:54:00,15:13:00
2024-03-20,SUP030,469302,266059,311,0,Accepted,,10:10:00,11:55:00,12:10:00
2023-02-18,SUP098,583101,884460,1330,62,On-hold,Quality Issue,12:45:00,14:01:00,14:18:00
2022-07-30,SUP092,211773,572080,1547,0,Accepted,,10:06:00,12:56:00,13:09:00
2023-06-25,SUP040,838490,747939,2096,0,Accepted,,10:19:00,11:55:00,12:34:00
2022-10-15,SUP097,836185,183457,424,7,Rejected,Quality Issue,13:57:00,15:25:00,15:36:00
2024-11-28,SUP079,947199,931062,1442,0,Accepted,,12:45:00,15:15:00,15:57:00
2023-06-14,SUP029,359811,521911,122,2,Rejected,Regulatory issue,13:42:00,15:12:00,15:41:00
2023-12-23,SUP050,247212,167212,1354,0,Accepted,,14:54:00,16:49:00,17:18:00
2023-12-01,SUP099,883378,869681,1212,0,Accepted,,13:17:00,14:48:00,15:02:00
2023-07-20,SUP053,924821,405382,2093,0,Accepted,,12:58:00,15:33:00,15:44:00
2022-03-06,SUP003,298485,222819,2193,0,Accepted,,12:31:00,15:05:00,15:49:00
2022-09-23,SUP005,938652,563669,1616,0,Accepted,,09:57:00,11:30:00,11:43:00
2024-02-13,SUP057,413649,342022,2017,0,Accepted,,11:58:00,13:45:00,14:13:00
2024-06-23,SUP021,296914,200659,1027,0,Accepted,,13:30:00,16:04:00,16:36:00
2024-12-22,SUP098,392579,172323,2468,0,Accepted,,10:35:00,12:50:00,13:11:00
2023-06-27,SUP045,228322,858316,2089,0,Accepted,,12:18:00,14:47:00,15:05:00
2022-12-22,SUP068,140437,539633,1814,0,Accepted,,12:53:00,14:35:00,14:57:00
2022-04-02,SUP022,678302,254496,1877,0,Accepted,,12:07:00,14:38:00,15:00:00
2023-01-29,SUP074,727250,943061,1809,0,Accepted,,14:22:00,15:34:00,15:55:00
2024-03-06,SUP099,493300,394187,2328,0,Accepted,,11:02:00,12:55:00,13:05:00
2022-11-24,SUP019,809220,267900,1419,0,Accepted,,12:49:00,14:24:00,14:39:00
2023-11-19,SUP079,815850,537140,537,20,Rejected,Quality Issue,12:52:00,15:43:00,16:23:00
2024-05-17,SUP089,515106,975738,100,0,Accepted,,14:18:00,16:50:00,17:20:00
2024-09-23,SUP043,688169,257075,2027,58,On-hold,Regulatory issue,09:21:00,11:52:00,12:18:00
2024-01-22,SUP027,278084,924997,424,0,Accepted,,13:21:00,16:19:00,17:03:00
2022-07-17,SUP016,879604,891616,1395,0,Accepted,,09:21:00,12:15:00,12:32:00
2024-02-18,SUP061,289633,663902,489,0,Accepted,,12:56:00,15:06:00,15:41:00
2024-01-06,SUP039,275213,190144,1683,0,Accepted,,12:21:00,14:55:00,15:19:00
2024-10-10,SUP083,883003,706767,944,0,Accepted,,11:30:00,13:23:00,13:55:00
2022-01-23,SUP076,684288,781897,1236,34,Rejected,Quality Issue,09:41:00,12:04:00,12:30:00
2022-02-17,SUP039,902296,295711,2105,0,Accepted,,11:30:00,13:00:00,13:35:00
2022-07-20,SUP044,326756,456962,817,36,On-hold,Quality Issue,14:25:00,15:30:00,15:59:00
2024-09-05,SUP096,885332,454234,1585,0,Accepted,,09:21:00,11:04:00,11:32:00
2023-11-03,SUP060,339336,862288,2195,77,Rejected,Regulatory issue,12:04:00,14:46:00,15:31:00
2023-05-17,SUP062,644418,810523,2391,0,Accepted,,14:58:00,15:59:00,16:20:00
2024-09-23,SUP071,315921,576263,2269,0,Accepted,,13:01:00,15:18:00,15:56:00
2023-06-10,SUP083,668994,726426,374,0,Accepted,,13:08:00,15:25:00,15:57:00
2024-03-26,SUP002,292120,494259,690,0,Accepted,,14:49:00,17:35:00,17:56:00
2024-10-08,SUP097,703764,737717,827,0,Accepted,,10:46:00,12:18:00,12:44:00
2024-08-24,SUP017,369212,839977,1335,0,Accepted,,10:19:00,12:11:00,12:44:00
2024-04-08,SUP062,247060,701473,474,0,Accepted,,11:42:00,14:40:00,15:08:00
2022-10-10,SUP096,670776,216629,1251,0,Accepted,,09:21:00,11:43:00,12:26:00
2024-02-19,SUP040,243110,203294,397,0,Accepted,,10:27:00,11:37:00,12:16:00
2024-02-16,SUP081,594187,552123,1344,0,Accepted,,14:48:00,16:52:00,17:05:00
2023-11-07,SUP039,324271,803548,398,0,Accepted,,14:33:00,17:05:00,17:48:00
2023-12-27,SUP017,703764,737717,2460,80,Rejected,Quality Issue,10:14:00,11:26:00,11:46:00
2022-06-07,SUP048,683282,452567,1369,0,Accepted,,13:48:00,16:29:00,16:39:00
2022-07-10,SUP072,819329,557261,2162,0,Accepted,,10:54:00,13:18:00,13:28:00
2023-07-17,SUP040,196875,534059,2441,0,Accepted,,13:26:00,15:20:00,15:58:00
2023-02-13,SUP008,912003,761340,1416,0,Accepted,,14:14:00,16:41:00,17:13:00
2023-06-13,SUP040,547969,779270,2141,0,Accepted,,14:34:00,17:22:00,18:04:00
2024-11-17,SUP059,211421,457220,1669,0,Accepted,,11:33:00,13:53:00,14:34:00
2023-07-21,SUP070,390237,533717,1975,0,Accepted,,09:45:00,11:22:00,11:50:00
2024-11-10,SUP040,947103,690861,2340,0,Accepted,,10:40:00,12:09:00,12:50:00
2024-04-29,SUP042,413649,342022,741,0,Accepted,,13:09:00,14:18:00,14:44:00
2022-05-19,SUP051,976153,852624,339,9,Rejected,Quality Issue,10:11:00,11:15:00,11:50:00
2022-04-25,SUP009,760454,823071,1042,0,Accepted,,14:17:00,15:56:00,16:27:00
2024-02-14,SUP018,212368,188885,1316,0,Accepted,,11:51:00,14:14:00,14:53:00
2023-03-06,SUP087,427553,758773,1969,0,Accepted,,12:34:00,15:16:00,15:40:00
2022-05-02,SUP030,469302,266059,1534,0,Accepted,,14:05:00,15:37:00,16:10:00
2022-11-15,SUP054,413485,319881,1742,49,Rejected,Quality Issue,14:54:00,16:52:00,17:03:00
2022-07-05,SUP050,520927,808848,1234,0,Accepted,,14:38:00,16:26:00,16:48:00
2022-08-18,SUP002,661198,130482,138,0,Accepted,,09:36:00,11:49:00,12:00:00
2024-08-04,SUP046,684288,781897,2103,0,Accepted,,12:05:00,14:18:00,14:30:00
2024-09-21,SUP073,211421,457220,499,0,Accepted,,12:47:00,14:03:00,14:44:00
2022-05-15,SUP081,136682,129595,154,6,Rejected,Regulatory issue,09:07:00,10:46:00,11:25:00
2024-02-11,SUP066,391920,431346,2438,96,On-hold,Quality Issue,11:14:00,13:04:00,13:27:00
2023-10-18,SUP059,393473,185283,1450,0,Accepted,,13:09:00,15:48:00,16:05:00
2023-11-16,SUP066,945382,116846,2498,0,Accepted,,10:50:00,11:59:00,12:36:00
2024-01-11,SUP034,741666,544720,1571,0,Accepted,,12:05:00,15:03:00,15:18:00
2023-10-25,SUP012,953336,973506,882,0,Accepted,,09:31:00,11:34:00,12:18:00
2022-11-20,SUP056,227112,448594,227,9,Rejected,Quality Issue,11:24:00,13:26:00,13:43:00
2022-12-17,SUP068,838326,958326,1436,0,Accepted,,13:31:00,16:09:00,16:21:00
2022-04-21,SUP058,211421,457220,1159,0,Accepted,,10:37:00,12:22:00,12:46:00
2023-08-27,SUP082,609945,630992,1861,0,Accepted,,09:14:00,10:39:00,11:15:00
2022-02-03,SUP078,476188,850655,245,0,Accepted,,13:30:00,15:03:00,15:35:00
2023-03-15,SUP014,319529,259331,257,0,Accepted,,09:44:00,11:22:00,11:44:00
2023-04-01,SUP041,640829,632183,1599,0,Accepted,,14:21:00,16:32:00,17:15:00
2023-10-30,SUP064,225510,792239,954,0,Accepted,,14:30:00,16:32:00,17:12:00
2022-02-28,SUP059,112424,690495,187,0,Accepted,,09:51:00,12:02:00,12:20:00
2023-06-12,SUP035,746052,787587,518,0,Accepted,,10:42:00,12:37:00,12:56:00
2023-09-27,SUP030,480389,360235,1817,0,Accepted,,11:06:00,13:46:00,14:18:00
2023-08-08,SUP098,249986,447400,2350,42,On-hold,Quality Issue,10:04:00,12:10:00,12:51:00
2023-01-05,SUP082,809941,712933,802,0,Accepted,,11:35:00,12:35:00,13:10:00
2022-08-20,SUP062,143715,245920,1814,0,Accepted,,13:39:00,14:51:00,15:05:00
2022-05-16,SUP059,264976,409626,1066,0,Accepted,,13:50:00,16:31:00,17:09:00
2023-08-13,SUP069,718888,938845,834,0,Accepted,,13:51:00,14:56:00,15:08:00
2022-09-13,SUP049,802626,754441,1514,3,Rejected,Regulatory issue,14:59:00,16:21:00,16:37:00
2022-10-13,SUP020,141405,688849,1264,0,Accepted,,10:49:00,13:48:00,14:08:00
2023-07-26,SUP032,550651,317997,137,0,Accepted,,09:25:00,12:06:00,12:43:00
2023-07-11,SUP069,640829,632183,787,0,Accepted,,11:53:00,14:02:00,14:26:00
2022-10-30,SUP055,811841,837161,663,0,Accepted,,10:05:00,12:40:00,13:22:00
2023-05-03,SUP026,665442,173408,1233,0,Accepted,,10:30:00,12:58:00,13:12:00
2023-04-24,SUP081,102086,171063,2424,0,Accepted,,14:45:00,17:12:00,17:25:00
2023-12-04,SUP002,293156,755808,1297,0,Accepted,,11:55:00,14:24:00,14:39:00
2022-09-12,SUP030,986131,745052,459,0,Accepted,,09:43:00,10:47:00,10:59:00
2022-02-28,SUP027,522510,603537,1348,0,Accepted,,09:49:00,11:44:00,12:19:00
2023-09-25,SUP049,151507,190134,194,0,Accepted,,11:11:00,14:04:00,14:16:00
2022-08-26,SUP034,296914,200659,726,0,Accepted,,13:56:00,16:52:00,17:15:00
2023-11-05,SUP039,704655,153282,1070,0,Accepted,,12:09:00,14:24:00,14:34:00
2022-07-08,SUP067,574010,564312,336,0,Accepted,,11:58:00,13:26:00,14:07:00
2022-09-21,SUP082,672468,431677,388,0,Accepted,,12:56:00,14:32:00,15:11:00
2023-09-22,SUP008,466825,286229,526,0,Accepted,,13:42:00,15:33:00,16:06:00
2024-07-24,SUP094,462690,974536,2447,0,Accepted,,12:27:00,13:42:00,14:19:00
2024-05-19,SUP028,943539,264394,1031,0,Accepted,,10:19:00,13:05:00,13:46:00
2023-01-04,SUP044,202246,568882,2249,0,Accepted,,12:16:00,13:49:00,14:30:00
2024-12-20,SUP023,378744,404670,1920,0,Accepted,,10:51:00,13:41:00,13:58:00
2022-01-16,SUP086,395909,760151,2084,22,Rejected,Quality Issue,12:41:00,13:45:00,13:58:00
2023-02-02,SUP082,296914,200659,1688,0,Accepted,,10:20:00,11:21:00,11:49:00
2024-09-10,SUP065,427089,363394,201,0,Accepted,,10:24:00,11:44:00,11:58:00
2023-11-21,SUP064,249986,447400,1913,0,Accepted,,10:49:00,12:26:00,13:01:00
2024-11-02,SUP015,216969,303948,1550,0,Accepted,,13:46:00,16:03:00,16:42:00
2024-05-08,SUP002,466825,286229,1441,0,Accepted,,11:20:00,13:55:00,14:18:00
2024-10-12,SUP036,515197,767154,1719,0,Accepted,,13:23:00,16:00:00,16:16:00
2022-06-11,SUP040,318398,229367,1154,0,Accepted,,09:57:00,12:49:00,13:01:00
2023-01-27,SUP011,882842,573881,750,0,Accepted,,10:31:00,13:01:00,13:32:00
2022-06-07,SUP067,995600,530915,493,0,Accepted,,13:33:00,14:38:00,15:01:00
2024-05-18,SUP053,697650,746562,775,0,Accepted,,14:28:00,17:00:00,17:23:00
2022-12-23,SUP030,283625,325839,2395,0,Accepted,,13:50:00,16:27:00,17:02:00
2024-03-01,SUP030,229831,592706,1891,34,On-hold,Quality Issue,10:48:00,12:50:00,13:15:00
2023-11-04,SUP099,296914,200659,2076,0,Accepted,,13:38:00,14:38:00,15:05:00
2022-07-24,SUP059,493678,808175,2337,0,Accepted,,10:19:00,12:17:00,12:30:00
2024-12-16,SUP095,915028,187536,262,0,Accepted,,10:12:00,12:20:00,12:55:00
2024-10-02,SUP075,352094,759243,691,0,Accepted,,10:27:00,11:32:00,12:05:00
2023-07-01,SUP016,406692,508755,1597,0,Accepted,,12:20:00,15:00:00,15:35:00
2024-01-18,SUP068,651304,362977,1755,0,Accepted,,12:27:00,14:24:00,14:40:00
2022-04-08,SUP038,781859,372197,351,0,Accepted,,14:23:00,17:07:00,17:45:00
