monitoring_date,location_code,inspection_time,temperature
2024-11-04,C01 Room,12.00PM,-16
2024-11-04,C01 Room,03.00PM,-19
2024-11-04,C01 Room,06.00PM,-18
2024-11-04,C01 Room,09.00PM,-18
2024-11-04,D01 Room,12.00AM,-18
2024-11-04,D01 Room,03.00AM,-17
2024-11-04,D01 Room,06.00AM,-19
2024-11-04,D01 Room,09.00AM,-21
2024-11-04,D01 Room,12.00PM,-16
2024-11-04,D01 Room,03.00PM,-18
2024-11-04,D01 Room,06.00PM,-16
2024-11-04,D01 Room,09.00PM,-21
2024-11-04,Inbound Bay,12.00AM,8
2024-11-04,Inbound Bay,03.00AM,10
2024-11-04,Inbound Bay,06.00AM,9
2024-11-04,Inbound Bay,09.00AM,9
2024-11-04,Inbound Bay,12.00PM,10
2024-11-04,Inbound Bay,03.00PM,11
2024-11-04,Inbound Bay,06.00PM,7
2024-11-04,Inbound Bay,09.00PM,8
2024-11-04,Outbound Bay,12.00AM,8
2024-11-04,Outbound Bay,03.00AM,7
2024-11-04,Outbound Bay,06.00AM,8
2024-11-04,Outbound Bay,09.00AM,11
2024-11-04,Outbound Bay,12.00PM,13
2024-11-04,Outbound Bay,03.00PM,13
2024-11-04,Outbound Bay,06.00PM,7
2024-11-04,Outbound Bay,09.00PM,13
2024-12-22,A01 Room,12.00AM,-17
2024-12-22,A01 Room,03.00AM,-17
2024-12-22,A01 Room,06.00AM,-16
2024-12-22,A01 Room,09.00AM,-18
2024-12-22,A01 Room,12.00PM,-17
2024-12-22,A01 Room,03.00PM,-21
2024-12-22,A01 Room,06.00PM,-20
2024-12-22,A01 Room,09.00PM,-19
2024-12-22,B01 Room,12.00AM,-19
2024-12-22,B01 Room,03.00AM,-19
2024-12-22,B01 Room,06.00AM,-21
2024-12-22,B01 Room,09.00AM,-15
2024-12-22,B01 Room,12.00PM,-17
2024-12-22,B01 Room,03.00PM,-19
2024-12-22,B01 Room,06.00PM,-16
2024-12-22,B01 Room,09.00PM,-18
2024-12-22,C01 Room,12.00AM,-21
2024-12-22,C01 Room,03.00AM,-21
2024-12-22,C01 Room,06.00AM,-17
2024-12-22,C01 Room,09.00AM,-19
2024-12-22,C01 Room,12.00PM,-16
2024-12-22,C01 Room,03.00PM,-16
2024-12-22,C01 Room,06.00PM,-16
2024-12-22,C01 Room,09.00PM,-19
2024-12-22,D01 Room,12.00AM,-20
2024-12-22,D01 Room,03.00AM,-19
2024-12-22,D01 Room,06.00AM,-21
2024-12-22,D01 Room,09.00AM,-16
2024-12-22,D01 Room,12.00PM,-18
2024-12-22,D01 Room,03.00PM,-16
2024-12-22,D01 Room,06.00PM,-15
2024-12-22,D01 Room,09.00PM,-21
2024-12-22,Inbound Bay,12.00AM,8
2024-12-22,Inbound Bay,03.00AM,8
2024-12-22,Inbound Bay,06.00AM,12
2024-12-22,Inbound Bay,09.00AM,10
2024-12-22,Inbound Bay,12.00PM,13
2024-12-22,Inbound Bay,03.00PM,11
2024-12-22,Inbound Bay,06.00PM,13
2024-12-22,Inbound Bay,09.00PM,10
2024-12-22,Outbound Bay,12.00AM,10
2024-12-22,Outbound Bay,03.00AM,13
2024-12-22,Outbound Bay,06.00AM,13
2024-12-22,Outbound Bay,09.00AM,10
2024-12-22,Outbound Bay,12.00PM,7
2024-12-22,Outbound Bay,03.00PM,9
2024-12-22,Outbound Bay,06.00PM,8
2024-12-22,Outbound Bay,09.00PM,11
2024-02-27,A01 Room,12.00AM,-16
2024-02-27,A01 Room,03.00AM,-18
2024-02-27,A01 Room,06.00AM,-20
2024-02-27,A01 Room,09.00AM,-15
2024-02-27,A01 Room,12.00PM,-20
2024-02-27,A01 Room,03.00PM,-18
2024-02-27,A01 Room,06.00PM,-20
2024-02-27,A01 Room,09.00PM,-15
2024-02-27,B01 Room,12.00AM,-21
2024-02-27,B01 Room,03.00AM,-15
2024-02-27,B01 Room,06.00AM,-16
2024-02-27,B01 Room,09.00AM,-16
2024-02-27,B01 Room,12.00PM,-20
2024-02-27,B01 Room,03.00PM,-21
2024-02-27,B01 Room,06.00PM,-15
2024-02-27,B01 Room,09.00PM,-17
2024-02-27,C01 Room,12.00AM,-21
2024-02-27,C01 Room,03.00AM,-17
2024-02-27,C01 Room,06.00AM,-21
2024-02-27,C01 Room,09.00AM,-16
2024-02-27,C01 Room,12.00PM,-16
2024-02-27,C01 Room,03.00PM,-20
2024-02-27,C01 Room,06.00PM,-19
2024-02-27,C01 Room,09.00PM,-17
2024-02-27,D01 Room,12.00AM,-19
2024-02-27,D01 Room,03.00AM,-18
2024-02-27,D01 Room,06.00AM,-20
2024-02-27,D01 Room,09.00AM,-17
2024-02-27,D01 Room,12.00PM,-20
2024-02-27,D01 Room,03.00PM,-20
2024-02-27,D01 Room,06.00PM,-19
2024-02-27,D01 Room,09.00PM,-20
2024-02-27,Inbound Bay,12.00AM,11
2024-02-27,Inbound Bay,03.00AM,7
2024-02-27,Inbound Bay,06.00AM,10
2024-02-27,Inbound Bay,09.00AM,7
2024-02-27,Inbound Bay,12.00PM,7
2024-02-27,Inbound Bay,03.00PM,8
2024-02-27,Inbound Bay,06.00PM,11
2024-02-27,Inbound Bay,09.00PM,12
2024-02-27,Outbound Bay,12.00AM,8
2024-02-27,Outbound Bay,03.00AM,13
2024-02-27,Outbound Bay,06.00AM,7
2024-02-27,Outbound Bay,09.00AM,8
2024-02-27,Outbound Bay,12.00PM,7
2024-02-27,Outbound Bay,03.00PM,12
2024-02-27,Outbound Bay,06.00PM,7
2024-02-27,Outbound Bay,09.00PM,10
2024-05-19,A01 Room,12.00AM,-15
2024-05-19,A01 Room,03.00AM,-16
2024-05-19,A01 Room,06.00AM,-15
2024-05-19,A01 Room,09.00AM,-17
2024-05-19,A01 Room,12.00PM,-18
2024-05-19,A01 Room,03.00PM,-17
2024-05-19,A01 Room,06.00PM,-16
2024-05-19,A01 Room,09.00PM,-17
2024-05-19,B01 Room,12.00AM,-15
2024-05-19,B01 Room,03.00AM,-16
2024-05-19,B01 Room,06.00AM,-19
2024-05-19,B01 Room,09.00AM,-16
2024-05-19,B01 Room,12.00PM,-16
2024-05-19,B01 Room,03.00PM,-15
2024-05-19,B01 Room,06.00PM,-16
2024-05-19,B01 Room,09.00PM,-15
2024-05-19,C01 Room,12.00AM,-19
2024-05-19,C01 Room,03.00AM,-21
2024-05-19,C01 Room,06.00AM,-15
2024-05-19,C01 Room,09.00AM,-18
2024-05-19,C01 Room,12.00PM,-21
2024-05-19,C01 Room,03.00PM,-20
2024-05-19,C01 Room,06.00PM,-18
2024-05-19,C01 Room,09.00PM,-20
2024-05-19,D01 Room,12.00AM,-18
2024-05-19,D01 Room,03.00AM,-18
2024-05-19,D01 Room,06.00AM,-19
2024-05-19,D01 Room,09.00AM,-20
2024-05-19,D01 Room,12.00PM,-20
2024-05-19,D01 Room,03.00PM,-21
2024-05-19,D01 Room,06.00PM,-19
2024-05-19,D01 Room,09.00PM,-19
2024-05-19,Inbound Bay,12.00AM,13
2024-05-19,Inbound Bay,03.00AM,10
2024-05-19,Inbound Bay,06.00AM,8
2024-05-19,Inbound Bay,09.00AM,11
2024-05-19,Inbound Bay,12.00PM,7
2024-05-19,Inbound Bay,03.00PM,10
2024-05-19,Inbound Bay,06.00PM,13
2024-05-19,Inbound Bay,09.00PM,11
2024-05-19,Outbound Bay,12.00AM,13
2024-05-19,Outbound Bay,03.00AM,10
2024-05-19,Outbound Bay,06.00AM,7
2024-05-19,Outbound Bay,09.00AM,10
2024-05-19,Outbound Bay,12.00PM,9
2024-05-19,Outbound Bay,03.00PM,8
2024-05-19,Outbound Bay,06.00PM,12
2024-05-19,Outbound Bay,09.00PM,10
2024-08-25,A01 Room,12.00AM,-20
2024-08-25,A01 Room,03.00AM,-21
2024-08-25,A01 Room,06.00AM,-19
2024-08-25,A01 Room,09.00AM,-18
2024-08-25,A01 Room,12.00PM,-20
2024-08-25,A01 Room,03.00PM,-16
2024-08-25,A01 Room,06.00PM,-21
2024-08-25,A01 Room,09.00PM,-18
2024-08-25,B01 Room,12.00AM,-17
2024-08-25,B01 Room,03.00AM,-19
2024-08-25,B01 Room,06.00AM,-16
2024-08-25,B01 Room,09.00AM,-17
2024-08-25,B01 Room,12.00PM,-19
2024-08-25,B01 Room,03.00PM,-17
2024-08-25,B01 Room,06.00PM,-17
2024-08-25,B01 Room,09.00PM,-20
2024-08-25,C01 Room,12.00AM,-19
2024-08-25,C01 Room,03.00AM,-20
2024-08-25,C01 Room,06.00AM,-18
2024-08-25,C01 Room,09.00AM,-21
2024-08-25,C01 Room,12.00PM,-17
2024-08-25,C01 Room,03.00PM,-18
2024-08-25,C01 Room,06.00PM,-21
2024-08-25,C01 Room,09.00PM,-20
2024-08-25,D01 Room,12.00AM,-18
2024-08-25,D01 Room,03.00AM,-20
2024-08-25,D01 Room,06.00AM,-18
2024-08-25,D01 Room,09.00AM,-17
2024-08-25,D01 Room,12.00PM,-17
2024-08-25,D01 Room,03.00PM,-19
2024-08-25,D01 Room,06.00PM,-17
2024-08-25,D01 Room,09.00PM,-15
2024-08-25,Inbound Bay,12.00AM,11
2024-08-25,Inbound Bay,03.00AM,8
2024-08-25,Inbound Bay,06.00AM,12
2024-08-25,Inbound Bay,09.00AM,13
2024-08-25,Inbound Bay,12.00PM,10
2024-08-25,Inbound Bay,03.00PM,11
2024-08-25,Inbound Bay,06.00PM,12
2024-08-25,Inbound Bay,09.00PM,8
2024-08-25,Outbound Bay,12.00AM,7
2024-08-25,Outbound Bay,03.00AM,12
2024-08-25,Outbound Bay,06.00AM,13
2024-08-25,Outbound Bay,09.00AM,13
2024-08-25,Outbound Bay,12.00PM,8
2024-08-25,Outbound Bay,03.00PM,10
2024-08-25,Outbound Bay,06.00PM,10
2024-08-25,Outbound Bay,09.00PM,10
2024-06-30,A01 Room,12.00AM,-16
2024-06-30,A01 Room,03.00AM,-15
2024-06-30,A01 Room,06.00AM,-16
2024-06-30,A01 Room,09.00AM,-19
2024-06-30,A01 Room,12.00PM,-21
2024-06-30,A01 Room,03.00PM,-19
2024-06-30,A01 Room,06.00PM,-17
2024-06-30,A01 Room,09.00PM,-21
2024-06-30,B01 Room,12.00AM,-20
2024-06-30,B01 Room,03.00AM,-19
2024-06-30,B01 Room,06.00AM,-18
2024-06-30,B01 Room,09.00AM,-19
2024-06-30,B01 Room,12.00PM,-19
2024-06-30,B01 Room,03.00PM,-20
2024-06-30,B01 Room,06.00PM,-21
2024-06-30,B01 Room,09.00PM,-16
2024-06-30,C01 Room,12.00AM,-20
2024-06-30,C01 Room,03.00AM,-21
2024-06-30,C01 Room,06.00AM,-21
2024-06-30,C01 Room,09.00AM,-20
2024-06-30,C01 Room,12.00PM,-15
2024-06-30,C01 Room,03.00PM,-18
2024-06-30,C01 Room,06.00PM,-20
2024-06-30,C01 Room,09.00PM,-15
2024-06-30,D01 Room,12.00AM,-18
2024-06-30,D01 Room,03.00AM,-21
2024-06-30,D01 Room,06.00AM,-18
2024-06-30,D01 Room,09.00AM,-20
2024-06-30,D01 Room,12.00PM,-16
2024-06-30,D01 Room,03.00PM,-21
2024-06-30,D01 Room,06.00PM,-21
2024-06-30,D01 Room,09.00PM,-16
2024-06-30,Inbound Bay,12.00AM,10
2024-06-30,Inbound Bay,03.00AM,7
2024-06-30,Inbound Bay,06.00AM,8
2024-06-30,Inbound Bay,09.00AM,11
2024-06-30,Inbound Bay,12.00PM,13
2024-06-30,Inbound Bay,03.00PM,7
2024-06-30,Inbound Bay,06.00PM,7
2024-06-30,Inbound Bay,09.00PM,7
2024-06-30,Outbound Bay,12.00AM,12
2024-06-30,Outbound Bay,03.00AM,10
2024-06-30,Outbound Bay,06.00AM,8
2024-06-30,Outbound Bay,09.00AM,13
2024-06-30,Outbound Bay,12.00PM,7
2024-06-30,Outbound Bay,03.00PM,9
2024-06-30,Outbound Bay,06.00PM,11
2024-06-30,Outbound Bay,09.00PM,13
2022-09-27,A01 Room,12.00AM,-18
2022-09-27,A01 Room,03.00AM,-20
2022-09-27,A01 Room,06.00AM,-21
2022-09-27,A01 Room,09.00AM,-15
2022-09-27,A01 Room,12.00PM,-20
2022-09-27,A01 Room,03.00PM,-15
2022-09-27,A01 Room,06.00PM,-18
2022-09-27,A01 Room,09.00PM,-16
2022-09-27,B01 Room,12.00AM,-16
2022-09-27,B01 Room,03.00AM,-18
2022-09-27,B01 Room,06.00AM,-19
2022-09-27,B01 Room,09.00AM,-19
2022-09-27,B01 Room,12.00PM,-18
2022-09-27,B01 Room,03.00PM,-15
2022-09-27,B01 Room,06.00PM,-17
2022-09-27,B01 Room,09.00PM,-18
2022-09-27,C01 Room,12.00AM,-20
2022-09-27,C01 Room,03.00AM,-18
2022-09-27,C01 Room,06.00AM,-18
2022-09-27,C01 Room,09.00AM,-21
2022-09-27,C01 Room,12.00PM,-17
2022-09-27,C01 Room,03.00PM,-17
2022-09-27,C01 Room,06.00PM,-16
2022-09-27,C01 Room,09.00PM,-15
2022-09-27,D01 Room,12.00AM,-19
2022-09-27,D01 Room,03.00AM,-17
2022-09-27,D01 Room,06.00AM,-15
2022-09-27,D01 Room,09.00AM,-20
2022-09-27,D01 Room,12.00PM,-15
2022-09-27,D01 Room,03.00PM,-17
2022-09-27,D01 Room,06.00PM,-20
2022-09-27,D01 Room,09.00PM,-21
2022-09-27,Inbound Bay,12.00AM,7
2022-09-27,Inbound Bay,03.00AM,8
2022-09-27,Inbound Bay,06.00AM,8
2022-09-27,Inbound Bay,09.00AM,13
2022-09-27,Inbound Bay,12.00PM,7
2022-09-27,Inbound Bay,03.00PM,11
2022-09-27,Inbound Bay,06.00PM,11
2022-09-27,Inbound Bay,09.00PM,12
2022-09-27,Outbound Bay,12.00AM,10
2022-09-27,Outbound Bay,03.00AM,9
2022-09-27,Outbound Bay,06.00AM,11
2022-09-27,Outbound Bay,09.00AM,13
2022-09-27,Outbound Bay,12.00PM,7
2022-09-27,Outbound Bay,03.00PM,7
2022-09-27,Outbound Bay,06.00PM,11
2022-09-27,Outbound Bay,09.00PM,12
2024-01-18,A01 Room,12.00AM,-16
2024-01-18,A01 Room,03.00AM,-17
2024-01-18,A01 Room,06.00AM,-21
2024-01-18,A01 Room,09.00AM,-16
2024-01-18,A01 Room,12.00PM,-19
2024-01-18,A01 Room,03.00PM,-16
2024-01-18,A01 Room,06.00PM,-20
2024-01-18,A01 Room,09.00PM,-17
2024-01-18,B01 Room,12.00AM,-17
2024-01-18,B01 Room,03.00AM,-17
2024-01-18,B01 Room,06.00AM,-15
2024-01-18,B01 Room,09.00AM,-21
2024-01-18,B01 Room,12.00PM,-20
2024-01-18,B01 Room,03.00PM,-15
2024-01-18,B01 Room,06.00PM,-16
2024-01-18,B01 Room,09.00PM,-17
2024-01-18,C01 Room,12.00AM,-21
2024-01-18,C01 Room,03.00AM,-16
2024-01-18,C01 Room,06.00AM,-15
2024-01-18,C01 Room,09.00AM,-18
2024-01-18,C01 Room,12.00PM,-20
2024-01-18,C01 Room,03.00PM,-21
2024-01-18,C01 Room,06.00PM,-16
2024-01-18,C01 Room,09.00PM,-19
2024-01-18,D01 Room,12.00AM,-18
2024-01-18,D01 Room,03.00AM,-15
2024-01-18,D01 Room,06.00AM,-16
2024-01-18,D01 Room,09.00AM,-18
2024-01-18,D01 Room,12.00PM,-19
2024-01-18,D01 Room,03.00PM,-17
2024-01-18,D01 Room,06.00PM,-21
2024-01-18,D01 Room,09.00PM,-17
2024-01-18,Inbound Bay,12.00AM,13
2024-01-18,Inbound Bay,03.00AM,11
2024-01-18,Inbound Bay,06.00AM,7
2024-01-18,Inbound Bay,09.00AM,11
2024-01-18,Inbound Bay,12.00PM,12
2024-01-18,Inbound Bay,03.00PM,7
2024-01-18,Inbound Bay,06.00PM,8
2024-01-18,Inbound Bay,09.00PM,10
2024-01-18,Outbound Bay,12.00AM,7
2024-01-18,Outbound Bay,03.00AM,8
2024-01-18,Outbound Bay,06.00AM,13
2024-01-18,Outbound Bay,09.00AM,9
2024-01-18,Outbound Bay,12.00PM,7
2024-01-18,Outbound Bay,03.00PM,11
2024-01-18,Outbound Bay,06.00PM,13
2024-01-18,Outbound Bay,09.00PM,8
2024-01-10,A01 Room,12.00AM,-16
2024-01-10,A01 Room,03.00AM,-21
2024-01-10,A01 Room,06.00AM,-16
2024-01-10,A01 Room,09.00AM,-20
2024-01-10,A01 Room,12.00PM,-16
2024-01-10,A01 Room,03.00PM,-17
2024-01-10,A01 Room,06.00PM,-15
2024-01-10,A01 Room,09.00PM,-15
2024-01-10,B01 Room,12.00AM,-15
2024-01-10,B01 Room,03.00AM,-17
2024-01-10,B01 Room,06.00AM,-21
2024-01-10,B01 Room,09.00AM,-20
2024-01-10,B01 Room,12.00PM,-16
2024-01-10,B01 Room,03.00PM,-20
2024-01-10,B01 Room,06.00PM,-18
2024-01-10,B01 Room,09.00PM,-15
2024-01-10,C01 Room,12.00AM,-17
2024-01-10,C01 Room,03.00AM,-18
2024-01-10,C01 Room,06.00AM,-17
2024-01-10,C01 Room,09.00AM,-18
2024-01-10,C01 Room,12.00PM,-15
2024-01-10,C01 Room,03.00PM,-20
2024-01-10,C01 Room,06.00PM,-15
2024-01-10,C01 Room,09.00PM,-21
2024-01-10,D01 Room,12.00AM,-16
2024-01-10,D01 Room,03.00AM,-20
2024-01-10,D01 Room,06.00AM,-21
2024-01-10,D01 Room,09.00AM,-18
2024-01-10,D01 Room,12.00PM,-18
2024-01-10,D01 Room,03.00PM,-18
2024-01-10,D01 Room,06.00PM,-16
2024-01-10,D01 Room,09.00PM,-21
2024-01-10,Inbound Bay,12.00AM,13
2024-01-10,Inbound Bay,03.00AM,13
2024-01-10,Inbound Bay,06.00AM,12
2024-01-10,Inbound Bay,09.00AM,7
2024-01-10,Inbound Bay,12.00PM,7
2024-01-10,Inbound Bay,03.00PM,7
2024-01-10,Inbound Bay,06.00PM,12
2024-01-10,Inbound Bay,09.00PM,7
2024-01-10,Outbound Bay,12.00AM,7
2024-01-10,Outbound Bay,03.00AM,9
2024-01-10,Outbound Bay,06.00AM,10
2024-01-10,Outbound Bay,09.00AM,9
2024-01-10,Outbound Bay,12.00PM,11
2024-01-10,Outbound Bay,03.00PM,10
2024-01-10,Outbound Bay,06.00PM,12
2024-01-10,Outbound Bay,09.00PM,9
2024-12-25,A01 Room,12.00AM,-19
2024-12-25,A01 Room,03.00AM,-21
2024-12-25,A01 Room,06.00AM,-15
2024-12-25,A01 Room,09.00AM,-15
2024-12-25,A01 Room,12.00PM,-19
2024-12-25,A01 Room,03.00PM,-21
2024-12-25,A01 Room,06.00PM,-21
2024-12-25,A01 Room,09.00PM,-18
2024-12-25,B01 Room,12.00AM,-16
2024-12-25,B01 Room,03.00AM,-20
2024-12-25,B01 Room,06.00AM,-17
2024-12-25,B01 Room,09.00AM,-15
2024-12-25,B01 Room,12.00PM,-20
2024-12-25,B01 Room,03.00PM,-18
2024-12-25,B01 Room,06.00PM,-19
2024-12-25,B01 Room,09.00PM,-20
2024-12-25,C01 Room,12.00AM,-15
2024-12-25,C01 Room,03.00AM,-21
2024-12-25,C01 Room,06.00AM,-20
2024-12-25,C01 Room,09.00AM,-18
2024-12-25,C01 Room,12.00PM,-17
2024-12-25,C01 Room,03.00PM,-20
2024-12-25,C01 Room,06.00PM,-19
2024-12-25,C01 Room,09.00PM,-17
2024-12-25,D01 Room,12.00AM,-15
2024-12-25,D01 Room,03.00AM,-21
2024-12-25,D01 Room,06.00AM,-15
2024-12-25,D01 Room,09.00AM,-17
2024-12-25,D01 Room,12.00PM,-18
2024-12-25,D01 Room,03.00PM,-18
2024-12-25,D01 Room,06.00PM,-16
2024-12-25,D01 Room,09.00PM,-16
2024-12-25,Inbound Bay,12.00AM,7
2024-12-25,Inbound Bay,03.00AM,11
2024-12-25,Inbound Bay,06.00AM,13
2024-12-25,Inbound Bay,09.00AM,11
2024-12-25,Inbound Bay,12.00PM,7
2024-12-25,Inbound Bay,03.00PM,13
2024-12-25,Inbound Bay,06.00PM,11
2024-12-25,Inbound Bay,09.00PM,11
2024-12-25,Outbound Bay,12.00AM,9
2024-12-25,Outbound Bay,03.00AM,12
2024-12-25,Outbound Bay,06.00AM,13
2024-12-25,Outbound Bay,09.00AM,12
2024-12-25,Outbound Bay,12.00PM,10
2024-12-25,Outbound Bay,03.00PM,13
2024-12-25,Outbound Bay,06.00PM,7
2024-12-25,Outbound Bay,09.00PM,11
2023-07-09,A01 Room,12.00AM,-15
2023-07-09,A01 Room,03.00AM,-20
2023-07-09,A01 Room,06.00AM,-15
2023-07-09,A01 Room,09.00AM,-18
2023-07-09,A01 Room,12.00PM,-16
2023-07-09,A01 Room,03.00PM,-19
2023-07-09,A01 Room,06.00PM,-18
2023-07-09,A01 Room,09.00PM,-19
2023-07-09,B01 Room,12.00AM,-20
2023-07-09,B01 Room,03.00AM,-16
2023-07-09,B01 Room,06.00AM,-18
2023-07-09,B01 Room,09.00AM,-16
2023-07-09,B01 Room,12.00PM,-16
2023-07-09,B01 Room,03.00PM,-19
2023-07-09,B01 Room,06.00PM,-17
2023-07-09,B01 Room,09.00PM,-19
2023-07-09,C01 Room,12.00AM,-20
2023-07-09,C01 Room,03.00AM,-18
2023-07-09,C01 Room,06.00AM,-17
2023-07-09,C01 Room,09.00AM,-18
2023-07-09,C01 Room,12.00PM,-20
2023-07-09,C01 Room,03.00PM,-19
2023-07-09,C01 Room,06.00PM,-21
2023-07-09,C01 Room,09.00PM,-19
2023-07-09,D01 Room,12.00AM,-21
2023-07-09,D01 Room,03.00AM,-19
2023-07-09,D01 Room,06.00AM,-21
2023-07-09,D01 Room,09.00AM,-16
2023-07-09,D01 Room,12.00PM,-19
2023-07-09,D01 Room,03.00PM,-18
2023-07-09,D01 Room,06.00PM,-18
2023-07-09,D01 Room,09.00PM,-20
2023-07-09,Inbound Bay,12.00AM,10
2023-07-09,Inbound Bay,03.00AM,11
2023-07-09,Inbound Bay,06.00AM,7
2023-07-09,Inbound Bay,09.00AM,11
2023-07-09,Inbound Bay,12.00PM,10
2023-07-09,Inbound Bay,03.00PM,7
2023-07-09,Inbound Bay,06.00PM,10
2023-07-09,Inbound Bay,09.00PM,7
2023-07-09,Outbound Bay,12.00AM,10
2023-07-09,Outbound Bay,03.00AM,11
2023-07-09,Outbound Bay,06.00AM,9
2023-07-09,Outbound Bay,09.00AM,7
2023-07-09,Outbound Bay,12.00PM,9
2023-07-09,Outbound Bay,03.00PM,7
2023-07-09,Outbound Bay,06.00PM,9
2023-07-09,Outbound Bay,09.00PM,10
2022-06-24,A01 Room,12.00AM,-20
2022-06-24,A01 Room,03.00AM,-15
2022-06-24,A01 Room,06.00AM,-15
2022-06-24,A01 Room,09.00AM,-16
2022-06-24,A01 Room,12.00PM,-15
2022-06-24,A01 Room,03.00PM,-19
2022-06-24,A01 Room,06.00PM,-21
2022-06-24,A01 Room,09.00PM,-21
2022-06-24,B01 Room,12.00AM,-20
2022-06-24,B01 Room,03.00AM,-21
2022-06-24,B01 Room,06.00AM,-16
2022-06-24,B01 Room,09.00AM,-17
2022-06-24,B01 Room,12.00PM,-20
2022-06-24,B01 Room,03.00PM,-15
2022-06-24,B01 Room,06.00PM,-17
2022-06-24,B01 Room,09.00PM,-17
2022-06-24,C01 Room,12.00AM,-20
2022-06-24,C01 Room,03.00AM,-20
2022-06-24,C01 Room,06.00AM,-20
2022-06-24,C01 Room,09.00AM,-15
2022-06-24,C01 Room,12.00PM,-15
2022-06-24,C01 Room,03.00PM,-17
2022-06-24,C01 Room,06.00PM,-21
2022-06-24,C01 Room,09.00PM,-15
2022-06-24,D01 Room,12.00AM,-21
2022-06-24,D01 Room,03.00AM,-19
2022-06-24,D01 Room,06.00AM,-21
2022-06-24,D01 Room,09.00AM,-17
2022-06-24,D01 Room,12.00PM,-18
2022-06-24,D01 Room,03.00PM,-20
2022-06-24,D01 Room,06.00PM,-16
2022-06-24,D01 Room,09.00PM,-18
2022-06-24,Inbound Bay,12.00AM,7
2022-06-24,Inbound Bay,03.00AM,10
2022-06-24,Inbound Bay,06.00AM,11
2022-06-24,Inbound Bay,09.00AM,8
2022-06-24,Inbound Bay,12.00PM,10
2022-06-24,Inbound Bay,03.00PM,8
2022-06-24,Inbound Bay,06.00PM,8
2022-06-24,Inbound Bay,09.00PM,13
2022-06-24,Outbound Bay,12.00AM,11
2022-06-24,Outbound Bay,03.00AM,13
2022-06-24,Outbound Bay,06.00AM,9
2022-06-24,Outbound Bay,09.00AM,9
2022-06-24,Outbound Bay,12.00PM,13
2022-06-24,Outbound Bay,03.00PM,13
2022-06-24,Outbound Bay,06.00PM,8
2022-06-24,Outbound Bay,09.00PM,8
2023-08-31,A01 Room,12.00AM,-21
2023-08-31,A01 Room,03.00AM,-18
2023-08-31,A01 Room,06.00AM,-19
2023-08-31,A01 Room,09.00AM,-21
2023-08-31,A01 Room,12.00PM,-21
2023-08-31,A01 Room,03.00PM,-16
2023-08-31,A01 Room,06.00PM,-20
2023-08-31,A01 Room,09.00PM,-21
2023-08-31,B01 Room,12.00AM,-17
2023-08-31,B01 Room,03.00AM,-17
2023-08-31,B01 Room,06.00AM,-21
2023-08-31,B01 Room,09.00AM,-17
2023-08-31,B01 Room,12.00PM,-21
2023-08-31,B01 Room,03.00PM,-21
2023-08-31,B01 Room,06.00PM,-17
2023-08-31,B01 Room,09.00PM,-19
2023-08-31,C01 Room,12.00AM,-16
2023-08-31,C01 Room,03.00AM,-15
2023-08-31,C01 Room,06.00AM,-15
2023-08-31,C01 Room,09.00AM,-21
2023-08-31,C01 Room,12.00PM,-18
2023-08-31,C01 Room,03.00PM,-17
2023-08-31,C01 Room,06.00PM,-18
2023-08-31,C01 Room,09.00PM,-17
2023-08-31,D01 Room,12.00AM,-20
2023-08-31,D01 Room,03.00AM,-21
2023-08-31,D01 Room,06.00AM,-17
2023-08-31,D01 Room,09.00AM,-18
2023-08-31,D01 Room,12.00PM,-15
2023-08-31,D01 Room,03.00PM,-16
2023-08-31,D01 Room,06.00PM,-17
2023-08-31,D01 Room,09.00PM,-19
2023-08-31,Inbound Bay,12.00AM,12
2023-08-31,Inbound Bay,03.00AM,12
2023-08-31,Inbound Bay,06.00AM,10
2023-08-31,Inbound Bay,09.00AM,7
2023-08-31,Inbound Bay,12.00PM,7
2023-08-31,Inbound Bay,03.00PM,7
2023-08-31,Inbound Bay,06.00PM,8
2023-08-31,Inbound Bay,09.00PM,13
2023-08-31,Outbound Bay,12.00AM,7
2023-08-31,Outbound Bay,03.00AM,7
2023-08-31,Outbound Bay,06.00AM,7
2023-08-31,Outbound Bay,09.00AM,8
2023-08-31,Outbound Bay,12.00PM,7
2023-08-31,Outbound Bay,03.00PM,9
2023-08-31,Outbound Bay,06.00PM,11
2023-08-31,Outbound Bay,09.00PM,7
2022-08-30,A01 Room,12.00AM,-19
2022-08-30,A01 Room,03.00AM,-21
2022-08-30,A01 Room,06.00AM,-20
2022-08-30,A01 Room,09.00AM,-15
2022-08-30,A01 Room,12.00PM,-15
2022-08-30,A01 Room,03.00PM,-21
2022-08-30,A01 Room,06.00PM,-17
2022-08-30,A01 Room,09.00PM,-16
2022-08-30,B01 Room,12.00AM,-16
2022-08-30,B01 Room,03.00AM,-20
2022-08-30,B01 Room,06.00AM,-17
2022-08-30,B01 Room,09.00AM,-15
2022-08-30,B01 Room,12.00PM,-20
2022-08-30,B01 Room,03.00PM,-15
2022-08-30,B01 Room,06.00PM,-21
2022-08-30,B01 Room,09.00PM,-17
2022-08-30,C01 Room,12.00AM,-16
2022-08-30,C01 Room,03.00AM,-20
2022-08-30,C01 Room,06.00AM,-18
2022-08-30,C01 Room,09.00AM,-21
2022-08-30,C01 Room,12.00PM,-15
