outbound_date,order_id,customer_id,product_id,ordered_qty,picked_qty,pick_sheet_issued_time,pick_completed_time,vehicle_no,loading_completed_time
2022-03-09,ORD04440,CUST000,394187,846,846,21:44:00,22:16:00,969104,22:53:00
2023-03-25,ORD04441,CUST075,252823,748,748,22:52:00,23:47:00,834169,00:18:00
2024-06-23,ORD04442,CUST061,197927,689,689,21:06:00,22:27:00,805995,23:03:00
2023-11-06,ORD04443,CUST006,418774,757,757,21:26:00,22:21:00,730082,22:49:00
2024-02-29,ORD04444,CUST026,882386,494,494,23:11:00,00:36:00,332153,01:02:00
2022-12-14,ORD04445,CUST068,458873,897,79,22:38:00,23:27:00,755796,23:49:00
2022-05-08,ORD04446,CUST004,400443,872,872,23:54:00,01:14:00,669128,01:54:00
2022-08-03,ORD04447,CUST060,757386,905,905,21:35:00,22:29:00,459040,23:01:00
2024-08-22,ORD04448,CUST096,759243,318,318,23:53:00,01:01:00,104015,01:23:00
2024-06-23,ORD04449,CUST030,873287,182,182,23:36:00,01:01:00,639369,01:35:00
2022-04-07,ORD04450,CUST047,993757,281,281,21:01:00,22:03:00,133960,22:30:00
2022-09-17,ORD04451,CUST088,295711,968,968,23:40:00,00:16:00,202921,00:51:00
2024-03-05,ORD04452,CUST027,663813,532,532,21:15:00,22:29:00,805995,22:53:00
2023-07-08,ORD04453,CUST061,130482,132,132,22:58:00,23:47:00,679149,00:14:00
2023-01-21,ORD04454,CUST079,155245,800,800,23:01:00,23:42:00,834169,00:16:00
2023-08-10,ORD04455,CUST026,327678,678,678,21:16:00,22:43:00,271604,23:19:00
2023-05-09,ORD04456,CUST054,174257,48,48,21:49:00,22:41:00,603843,23:12:00
2022-04-09,ORD04457,CUST021,433856,611,611,21:39:00,22:14:00,124266,22:38:00
2023-09-10,ORD04458,CUST015,914643,879,879,21:19:00,22:20:00,852208,22:46:00
2024-04-16,ORD04459,CUST007,544222,412,412,23:05:00,00:30:00,730082,01:07:00
2024-11-28,ORD04460,CUST029,759243,822,368,21:18:00,21:54:00,147795,22:31:00
2023-03-22,ORD04461,CUST075,262139,997,997,23:48:00,00:23:00,147795,00:59:00
2024-01-29,ORD04462,CUST048,563669,362,362,23:18:00,00:05:00,104015,00:39:00
2023-10-22,ORD04463,CUST036,545852,798,798,23:50:00,00:28:00,610841,01:04:00
2023-07-17,ORD04464,CUST020,810607,859,859,23:34:00,00:50:00,747240,01:21:00
2024-03-12,ORD04465,CUST051,840938,771,771,22:52:00,00:22:00,730082,00:48:00
2023-10-08,ORD04466,CUST078,103523,200,200,21:33:00,22:48:00,491934,23:11:00
2024-04-18,ORD04467,CUST065,849554,150,150,23:10:00,00:01:00,498289,00:36:00
2023-04-11,ORD04468,CUST043,333244,37,37,23:42:00,00:38:00,740803,01:08:00
2022-08-06,ORD04469,CUST071,662233,90,90,22:18:00,23:34:00,761087,00:14:00
2022-07-22,ORD04470,CUST083,104713,122,122,21:28:00,22:24:00,603843,22:47:00
2022-11-04,ORD04471,CUST003,297531,698,698,22:20:00,23:11:00,915260,23:42:00
2022-01-15,ORD04472,CUST032,419267,759,759,22:02:00,23:31:00,271604,23:53:00
2023-05-17,ORD04473,CUST036,322127,496,496,23:53:00,01:07:00,852208,01:44:00
2022-09-11,ORD04474,CUST042,400443,928,928,23:32:00,00:47:00,603843,01:13:00
2022-09-01,ORD04475,CUST054,205938,600,600,23:57:00,00:30:00,679149,01:04:00
2024-06-22,ORD04476,CUST097,483381,666,666,22:56:00,00:22:00,385905,00:51:00
2024-09-14,ORD04477,CUST091,643572,820,820,22:00:00,23:13:00,975958,23:34:00
2023-04-23,ORD04478,CUST018,680105,586,586,23:02:00,23:52:00,610841,00:19:00
2022-04-13,ORD04479,CUST016,430556,56,56,23:41:00,00:52:00,805995,01:23:00
2022-12-27,ORD04480,CUST088,322127,321,321,22:18:00,23:12:00,747240,23:37:00
2024-05-25,ORD04481,CUST089,963044,640,640,23:09:00,23:44:00,927199,00:14:00
2024-09-16,ORD04482,CUST073,870859,209,209,21:43:00,22:48:00,755796,23:17:00
2024-01-02,ORD04483,CUST048,859028,705,705,23:31:00,00:28:00,730082,01:02:00
2024-04-16,ORD04484,CUST090,701473,571,571,22:56:00,00:03:00,459040,00:38:00
2024-05-24,ORD04485,CUST042,419903,123,123,23:56:00,01:11:00,833447,01:32:00
2024-01-04,ORD04486,CUST021,234470,803,803,22:11:00,22:49:00,147795,23:22:00
2023-02-23,ORD04487,CUST034,288681,556,556,21:48:00,23:05:00,969104,23:28:00
2022-09-13,ORD04488,CUST072,537140,840,840,22:27:00,23:09:00,332153,23:38:00
2024-06-02,ORD04489,CUST068,401316,187,187,22:40:00,23:53:00,730082,00:33:00
2023-01-22,ORD04490,CUST007,792097,428,428,23:43:00,00:53:00,284331,01:15:00
2023-10-10,ORD04491,CUST029,645680,606,606,23:54:00,01:00:00,104015,01:31:00
2024-12-15,ORD04492,CUST012,812169,43,43,22:44:00,23:31:00,603843,00:03:00
2024-03-21,ORD04493,CUST038,839977,53,53,23:24:00,00:04:00,833447,00:34:00
2023-02-01,ORD04494,CUST087,772299,734,734,21:40:00,22:58:00,332153,23:34:00
2023-06-17,ORD04495,CUST061,480345,163,163,23:49:00,00:49:00,498289,01:18:00
2022-01-30,ORD04496,CUST059,685718,375,375,21:45:00,22:51:00,147795,23:18:00
2024-09-21,ORD04497,CUST077,197927,218,218,21:51:00,22:28:00,852208,23:07:00
2022-11-25,ORD04498,CUST095,454234,926,926,23:24:00,00:18:00,852208,00:57:00
2024-12-14,ORD04499,CUST079,448995,897,897,22:57:00,00:20:00,417866,00:54:00
2023-01-17,ORD04500,CUST053,209915,365,365,23:34:00,00:57:00,975958,01:18:00
2022-05-22,ORD04501,CUST028,620615,149,149,23:45:00,00:20:00,491934,00:42:00
2023-02-07,ORD04502,CUST034,645185,441,441,21:45:00,22:35:00,834169,22:55:00
2024-04-08,ORD04503,CUST040,325923,657,457,21:24:00,22:22:00,740803,22:49:00
2024-03-03,ORD04504,CUST024,288681,43,43,23:38:00,00:32:00,124266,00:53:00
2024-03-23,ORD04505,CUST036,142044,314,314,21:55:00,22:50:00,257344,23:28:00
2022-05-01,ORD04506,CUST077,419903,546,546,21:57:00,23:24:00,563945,23:54:00
2022-03-22,ORD04507,CUST075,476035,46,46,23:08:00,23:55:00,332153,00:19:00
2024-11-29,ORD04508,CUST095,563206,617,617,22:09:00,23:10:00,133960,23:49:00
2022-09-22,ORD04509,CUST007,917415,389,389,23:25:00,00:55:00,603843,01:20:00
2022-05-23,ORD04510,CUST033,137662,208,208,21:12:00,22:29:00,740803,23:06:00
2023-03-25,ORD04511,CUST006,215336,117,117,22:27:00,23:39:00,124266,00:00:00
2024-12-22,ORD04512,CUST038,656716,558,558,23:13:00,00:33:00,679149,01:00:00
2022-05-04,ORD04513,CUST022,197941,498,498,22:35:00,23:43:00,610841,00:06:00
2022-04-04,ORD04514,CUST076,603257,347,347,21:42:00,22:52:00,459040,23:15:00
2023-02-19,ORD04515,CUST016,726426,363,363,21:01:00,22:21:00,669128,22:51:00
2024-10-01,ORD04516,CUST041,126267,538,538,22:26:00,23:45:00,459040,00:18:00
2023-08-22,ORD04517,CUST071,536143,672,672,22:08:00,22:41:00,725173,23:02:00
2022-04-08,ORD04518,CUST024,969212,319,319,22:18:00,23:24:00,271604,23:52:00
2023-05-21,ORD04519,CUST037,888826,609,609,23:36:00,01:05:00,965360,01:33:00
2023-08-05,ORD04520,CUST099,553150,890,890,21:23:00,22:25:00,852208,22:54:00
2023-06-22,ORD04521,CUST006,353555,542,542,23:33:00,00:20:00,417866,00:43:00
2023-09-19,ORD04522,CUST075,603096,901,901,22:25:00,23:41:00,927199,00:20:00
2022-04-25,ORD04523,CUST078,758773,770,770,23:18:00,23:58:00,104015,00:30:00
2023-01-07,ORD04524,CUST074,687888,827,827,22:15:00,23:37:00,147795,00:04:00
2023-04-17,ORD04525,CUST025,266558,161,161,23:12:00,23:59:00,965360,00:19:00
2024-07-12,ORD04526,CUST017,624784,482,482,23:25:00,00:03:00,975958,00:41:00
2024-09-16,ORD04527,CUST009,764263,723,723,22:10:00,23:31:00,725173,23:52:00
2024-10-23,ORD04528,CUST005,943956,817,817,21:01:00,21:56:00,842083,22:18:00
2022-11-17,ORD04529,CUST035,551060,698,698,21:58:00,23:20:00,376342,23:52:00
2024-05-16,ORD04530,CUST036,150615,954,954,23:42:00,00:14:00,385905,00:47:00
2024-08-10,ORD04531,CUST097,267900,334,334,22:25:00,23:39:00,684492,00:08:00
2024-09-25,ORD04532,CUST053,737107,19,19,22:38:00,00:05:00,563945,00:42:00
2024-07-24,ORD04533,CUST029,869681,471,471,23:41:00,00:22:00,965360,00:51:00
2023-09-01,ORD04534,CUST038,427093,72,72,22:51:00,00:11:00,147795,00:49:00
2024-10-04,ORD04535,CUST090,742719,558,558,23:29:00,00:10:00,761087,00:42:00
2024-02-28,ORD04536,CUST068,303948,799,799,22:02:00,23:16:00,927199,23:45:00
2022-07-31,ORD04537,CUST053,216629,982,982,21:22:00,22:30:00,975958,23:04:00
2023-11-04,ORD04538,CUST098,604259,176,176,23:43:00,01:12:00,965360,01:46:00
2022-05-12,ORD04539,CUST049,183454,111,111,23:04:00,00:07:00,491934,00:41:00
2022-10-04,ORD04540,CUST096,980428,436,436,21:46:00,23:11:00,755796,23:50:00
2022-05-11,ORD04541,CUST016,395238,806,806,21:08:00,22:18:00,417866,22:55:00
2023-11-25,ORD04542,CUST056,753545,565,565,21:11:00,21:50:00,104015,22:30:00
2024-04-18,ORD04543,CUST041,454234,448,448,21:00:00,22:24:00,669128,22:55:00
2022-03-06,ORD04544,CUST078,876999,600,600,21:30:00,22:36:00,852208,23:05:00
2023-06-08,ORD04545,CUST071,790966,663,663,23:00:00,00:14:00,104015,00:45:00
2022-11-16,ORD04546,CUST032,873429,27,27,21:21:00,22:21:00,679149,23:01:00
2022-01-16,ORD04547,CUST072,758773,741,741,22:23:00,23:17:00,376747,23:55:00
2024-06-24,ORD04548,CUST007,519835,161,161,22:51:00,00:21:00,124266,00:58:00
2024-04-12,ORD04549,CUST067,963990,661,661,23:14:00,00:17:00,491934,00:39:00
2024-02-15,ORD04550,CUST044,630992,743,743,21:06:00,21:48:00,761087,22:28:00
2024-11-22,ORD04551,CUST090,575671,916,916,23:11:00,00:01:00,927199,00:30:00
2024-12-07,ORD04552,CUST022,688849,100,100,22:47:00,23:45:00,104015,00:25:00
2022-10-02,ORD04553,CUST051,353923,846,846,21:49:00,22:49:00,927199,23:27:00
2022-11-18,ORD04554,CUST016,849747,153,153,21:41:00,22:28:00,124266,22:52:00
2022-09-14,ORD04555,CUST039,948849,943,943,21:27:00,22:08:00,257344,22:43:00
2024-07-23,ORD04556,CUST072,832216,28,28,23:32:00,00:57:00,852208,01:19:00
2023-02-12,ORD04557,CUST035,788570,364,364,23:03:00,23:48:00,755796,00:14:00
2023-07-15,ORD04558,CUST012,830868,769,769,22:12:00,22:46:00,684492,23:20:00
2022-03-28,ORD04559,CUST055,738584,203,203,21:05:00,22:27:00,740803,23:02:00
2024-05-30,ORD04560,CUST098,781897,462,462,23:17:00,23:57:00,915260,00:33:00
2024-06-06,ORD04561,CUST031,772299,637,637,22:45:00,00:09:00,965360,00:39:00
2024-02-05,ORD04562,CUST084,782568,180,180,22:55:00,23:46:00,376342,00:06:00
2024-12-09,ORD04563,CUST011,361809,429,429,23:12:00,00:16:00,965360,00:45:00
2024-08-07,ORD04564,CUST059,224061,581,581,23:03:00,23:56:00,491934,00:28:00
2023-07-15,ORD04565,CUST043,380941,946,862,22:38:00,23:49:00,603843,00:13:00
2024-05-19,ORD04566,CUST099,783660,490,490,23:25:00,00:03:00,975958,00:35:00
2023-08-22,ORD04567,CUST050,452776,699,699,23:19:00,23:59:00,915260,00:28:00
2023-01-14,ORD04568,CUST093,704491,299,299,23:19:00,00:49:00,730082,01:19:00
2023-09-26,ORD04569,CUST090,534059,14,14,21:08:00,21:58:00,563945,22:29:00
2022-07-09,ORD04570,CUST012,434079,825,825,23:19:00,00:17:00,669128,00:46:00
2022-05-11,ORD04571,CUST029,997190,232,232,22:52:00,00:13:00,761087,00:49:00
2024-09-02,ORD04572,CUST042,866844,445,445,22:51:00,23:46:00,417866,00:16:00
2024-06-24,ORD04573,CUST012,690495,755,755,21:16:00,22:27:00,852208,23:05:00
2023-10-02,ORD04574,CUST083,269863,261,261,22:28:00,23:53:00,271604,00:14:00
2024-04-21,ORD04575,CUST073,862288,481,481,21:25:00,22:23:00,376747,22:47:00
2024-02-10,ORD04576,CUST017,560988,542,235,21:08:00,22:17:00,563945,22:45:00
2022-07-11,ORD04577,CUST039,482540,599,599,22:23:00,23:39:00,833447,00:12:00
2022-06-09,ORD04578,CUST030,337705,162,162,23:58:00,00:42:00,491934,01:03:00
2023-07-29,ORD04579,CUST091,190144,451,451,21:14:00,22:00:00,376747,22:25:00
2024-09-24,ORD04580,CUST015,223043,771,771,21:42:00,22:30:00,684492,22:52:00
2022-12-01,ORD04581,CUST051,918410,635,635,21:10:00,21:57:00,730082,22:29:00
2023-07-13,ORD04582,CUST028,766627,35,35,23:25:00,00:11:00,498289,00:38:00
2024-09-10,ORD04583,CUST051,297531,432,432,22:03:00,23:29:00,610841,23:58:00
2022-10-16,ORD04584,CUST085,655629,236,236,22:54:00,00:06:00,915260,00:33:00
2022-10-08,ORD04585,CUST034,448084,297,297,23:36:00,00:42:00,417866,01:20:00
2023-11-24,ORD04586,CUST011,716382,734,734,22:56:00,23:58:00,969104,00:21:00
2024-02-23,ORD04587,CUST097,378154,189,189,23:40:00,00:26:00,927199,00:50:00
2022-01-31,ORD04588,CUST024,145826,127,127,21:44:00,22:36:00,669128,23:03:00
2024-02-04,ORD04589,CUST029,832216,886,886,21:51:00,23:11:00,639369,23:46:00
2022-04-07,ORD04590,CUST040,164350,818,818,22:47:00,23:32:00,679149,23:53:00
2024-10-07,ORD04591,CUST010,676300,208,208,22:29:00,23:45:00,385905,00:05:00
2024-05-17,ORD04592,CUST053,610235,730,730,22:06:00,23:19:00,610841,23:47:00
2022-07-03,ORD04593,CUST046,519835,630,630,22:44:00,23:31:00,104015,00:07:00
2024-01-04,ORD04594,CUST021,678974,859,859,23:51:00,00:44:00,669128,01:23:00
2023-12-06,ORD04595,CUST078,732913,672,672,21:39:00,22:12:00,834169,22:51:00
2024-12-17,ORD04596,CUST032,565187,999,999,22:44:00,23:38:00,104015,00:17:00
2023-04-25,ORD04597,CUST018,992558,115,115,21:30:00,22:06:00,417866,22:32:00
2023-06-28,ORD04598,CUST065,778383,132,132,23:57:00,01:21:00,284331,01:41:00
2022-11-16,ORD04599,CUST023,597052,757,757,21:13:00,21:54:00,385905,22:30:00
2022-01-31,ORD04600,CUST061,545753,140,140,22:46:00,23:35:00,915260,00:12:00
2024-11-29,ORD04601,CUST058,567970,173,173,21:48:00,22:26:00,730082,23:01:00
2024-11-26,ORD04602,CUST032,921117,831,831,23:00:00,23:34:00,915260,00:01:00
2024-07-14,ORD04603,CUST098,879903,338,338,22:18:00,23:25:00,271604,23:46:00
2023-03-02,ORD04604,CUST005,598199,454,454,21:35:00,22:59:00,740803,23:35:00
2024-04-15,ORD04605,CUST075,262941,723,723,21:25:00,22:22:00,417866,22:56:00
2024-01-05,ORD04606,CUST080,737107,869,869,21:40:00,22:53:00,104015,23:33:00
2024-07-29,ORD04607,CUST015,424781,758,758,23:06:00,00:33:00,257344,01:13:00
2024-03-22,ORD04608,CUST093,685835,322,322,22:07:00,23:35:00,684492,00:04:00
2024-02-17,ORD04609,CUST008,810607,788,788,22:30:00,23:14:00,679149,23:37:00
2022-10-25,ORD04610,CUST028,409626,596,596,21:16:00,22:04:00,669128,22:26:00
2024-02-05,ORD04611,CUST039,319881,342,342,22:43:00,23:31:00,755796,23:53:00
2024-11-03,ORD04612,CUST013,812169,606,606,23:53:00,00:32:00,805995,01:05:00
2024-09-14,ORD04613,CUST015,372197,342,342,21:33:00,22:32:00,639369,22:54:00
2024-09-29,ORD04614,CUST021,278835,996,996,21:28:00,22:42:00,969104,23:04:00
2022-10-26,ORD04615,CUST040,270174,372,372,23:52:00,00:31:00,975958,00:56:00
2023-04-14,ORD04616,CUST050,142044,537,537,23:56:00,01:13:00,965360,01:53:00
2023-09-01,ORD04617,CUST099,757204,855,855,21:45:00,23:03:00,610841,23:43:00
2024-04-24,ORD04618,CUST090,243285,698,698,21:50:00,22:25:00,376342,22:50:00
2022-09-23,ORD04619,CUST011,883896,413,413,23:46:00,00:27:00,740803,00:53:00
2022-04-20,ORD04620,CUST022,690495,684,684,23:40:00,01:10:00,376342,01:48:00
2024-10-11,ORD04621,CUST013,551877,59,59,21:37:00,22:08:00,385905,22:36:00
2024-08-20,ORD04622,CUST007,758773,250,250,22:12:00,23:22:00,639369,23:43:00
2022-12-30,ORD04623,CUST038,733561,169,169,22:00:00,23:16:00,975958,23:39:00
2023-02-19,ORD04624,CUST077,266017,402,402,23:55:00,00:39:00,834169,01:06:00
2023-05-08,ORD04625,CUST028,668325,217,217,22:25:00,23:20:00,725173,23:51:00
2023-07-19,ORD04626,CUST000,309719,885,885,23:26:00,00:53:00,124266,01:31:00
2024-07-17,ORD04627,CUST058,273364,926,926,23:26:00,00:10:00,761087,00:49:00
2024-11-13,ORD04628,CUST070,969212,719,719,22:40:00,23:17:00,491934,23:54:00
2023-08-13,ORD04629,CUST054,534059,637,637,21:43:00,22:50:00,257344,23:29:00
2022-08-31,ORD04630,CUST050,755808,435,435,23:55:00,01:21:00,271604,01:52:00
2023-08-06,ORD04631,CUST028,536143,133,133,23:21:00,00:29:00,603843,01:08:00
2022-11-04,ORD04632,CUST083,167757,941,941,22:03:00,23:25:00,491934,23:51:00
2023-05-08,ORD04633,CUST052,776325,684,684,23:59:00,00:43:00,975958,01:19:00
2023-12-08,ORD04634,CUST069,925587,514,514,22:16:00,22:51:00,927199,23:12:00
2023-08-15,ORD04635,CUST010,776159,49,49,23:27:00,23:59:00,725173,00:21:00
2022-01-13,ORD04636,CUST085,980008,503,503,21:06:00,22:19:00,603843,22:50:00
2022-12-28,ORD04637,CUST065,431346,321,321,21:20:00,22:19:00,965360,22:46:00
2023-01-22,ORD04638,CUST002,317805,361,361,23:04:00,23:51:00,805995,00:29:00
2023-08-29,ORD04639,CUST093,720239,985,985,22:43:00,23:35:00,761087,23:56:00
2023-07-12,ORD04640,CUST077,862288,449,449,23:37:00,00:12:00,257344,00:37:00
2023-07-29,ORD04641,CUST053,167757,909,909,21:51:00,22:43:00,610841,23:06:00
2024-03-07,ORD04642,CUST070,936723,430,430,23:09:00,23:45:00,761087,00:09:00
2024-04-10,ORD04643,CUST043,255596,311,311,21:49:00,22:43:00,284331,23:08:00
2024-07-21,ORD04644,CUST012,714543,62,62,23:33:00,00:20:00,679149,00:53:00
2024-08-03,ORD04645,CUST073,743491,742,742,23:56:00,00:58:00,133960,01:25:00
2024-06-08,ORD04646,CUST040,267900,967,967,22:21:00,23:23:00,284331,23:48:00
2024-12-09,ORD04647,CUST045,454184,296,296,22:45:00,00:10:00,104015,00:49:00
2024-04-05,ORD04648,CUST077,163400,167,167,23:12:00,00:35:00,975958,01:03:00
2022-11-28,ORD04649,CUST021,439449,453,453,23:05:00,23:51:00,805995,00:26:00
2024-09-24,ORD04650,CUST092,301883,480,480,21:11:00,22:07:00,684492,22:31:00
2024-07-27,ORD04651,CUST053,317805,478,337,22:25:00,23:06:00,376747,23:43:00
2022-10-15,ORD04652,CUST013,858316,36,36,23:40:00,00:25:00,417866,00:50:00
2024-10-07,ORD04653,CUST055,663902,348,348,22:03:00,22:39:00,202921,23:13:00
2022-09-12,ORD04654,CUST022,282771,308,308,23:43:00,00:45:00,376747,01:15:00
2024-02-08,ORD04655,CUST080,453351,161,161,22:29:00,23:52:00,915260,00:18:00
2022-05-30,ORD04656,CUST040,839977,159,159,22:55:00,23:47:00,332153,00:07:00
2024-05-11,ORD04657,CUST012,110199,160,160,22:06:00,23:05:00,975958,23:40:00
2024-06-01,ORD04658,CUST082,399927,956,956,21:50:00,22:30:00,498289,23:08:00
2022-11-20,ORD04659,CUST017,843194,110,110,21:03:00,22:20:00,833447,22:54:00
2024-01-15,ORD04660,CUST076,910818,768,768,21:03:00,21:34:00,459040,22:06:00
2023-04-18,ORD04661,CUST003,155245,944,944,22:45:00,23:41:00,842083,00:21:00
2022-07-30,ORD04662,CUST025,390134,712,712,22:00:00,22:47:00,833447,23:19:00
2023-06-22,ORD04663,CUST078,183454,217,217,22:07:00,23:03:00,639369,23:26:00
2023-06-04,ORD04664,CUST073,399283,965,965,21:35:00,22:59:00,730082,23:35:00
2022-09-23,ORD04665,CUST004,889293,125,125,23:39:00,00:46:00,833447,01:25:00
2024-02-17,ORD04666,CUST086,989199,86,86,21:08:00,22:33:00,610841,23:07:00
2023-04-09,ORD04667,CUST068,594277,657,657,21:39:00,22:39:00,563945,23:18:00
2022-04-29,ORD04668,CUST008,938736,634,634,22:51:00,23:23:00,725173,00:03:00
2023-02-11,ORD04669,CUST069,401537,295,295,23:58:00,01:20:00,332153,01:56:00
2022-07-05,ORD04670,CUST080,835299,673,673,21:09:00,21:46:00,669128,22:14:00
2024-02-15,ORD04671,CUST014,767154,728,728,21:39:00,22:58:00,376747,23:24:00
2023-01-04,ORD04672,CUST074,233192,880,880,22:12:00,22:45:00,842083,23:19:00
2024-01-09,ORD04673,CUST002,257530,436,436,21:09:00,21:43:00,679149,22:14:00
2023-08-24,ORD04674,CUST058,877922,775,775,22:47:00,23:31:00,104015,23:51:00
2024-10-25,ORD04675,CUST056,837161,985,985,23:03:00,00:17:00,969104,00:54:00
2023-04-18,ORD04676,CUST091,649807,109,109,22:52:00,23:42:00,639369,00:19:00
2022-06-30,ORD04677,CUST062,512005,875,875,22:49:00,23:23:00,376342,00:00:00
2024-02-10,ORD04678,CUST097,337705,242,242,22:42:00,23:43:00,747240,00:16:00
2024-05-21,ORD04679,CUST008,621406,41,41,21:43:00,22:31:00,793668,22:56:00
2022-11-05,ORD04680,CUST093,245920,814,814,21:57:00,23:18:00,761087,23:47:00
2024-11-01,ORD04681,CUST018,679246,93,93,23:19:00,00:40:00,376747,01:08:00
2024-11-09,ORD04682,CUST033,111163,85,85,21:26:00,22:46:00,969104,23:15:00
2024-02-24,ORD04683,CUST067,168445,579,579,23:33:00,00:51:00,257344,01:31:00
2024-06-25,ORD04684,CUST068,342028,892,892,22:57:00,00:17:00,603843,00:54:00
2024-11-07,ORD04685,CUST066,869908,99,99,21:39:00,22:46:00,417866,23:23:00
2022-01-18,ORD04686,CUST012,262139,113,113,21:09:00,22:39:00,459040,23:02:00
2024-09-12,ORD04687,CUST074,312234,15,15,21:37:00,22:18:00,603843,22:39:00
2022-01-29,ORD04688,CUST040,572080,13,13,22:02:00,23:11:00,842083,23:45:00
2023-07-27,ORD04689,CUST086,969349,846,846,23:27:00,00:20:00,730082,00:46:00
2023-01-17,ORD04690,CUST071,266059,897,897,21:20:00,22:21:00,202921,22:52:00
2024-07-28,ORD04691,CUST069,585758,13,13,22:16:00,23:39:00,202921,00:06:00
2024-05-29,ORD04692,CUST002,463834,35,35,22:36:00,23:19:00,965360,23:39:00
2023-07-06,ORD04693,CUST013,811271,945,945,22:41:00,00:07:00,834169,00:41:00
2023-06-29,ORD04694,CUST065,185283,938,938,22:05:00,22:46:00,669128,23:23:00
2023-11-21,ORD04695,CUST037,527217,800,800,22:01:00,23:09:00,147795,23:39:00
2023-01-14,ORD04696,CUST015,839742,405,405,21:53:00,22:40:00,755796,23:20:00
2024-10-20,ORD04697,CUST099,380941,961,961,21:22:00,22:51:00,257344,23:30:00
2022-03-20,ORD04698,CUST074,592706,736,736,22:51:00,23:25:00,669128,23:54:00
2024-08-21,ORD04699,CUST030,116846,531,531,22:40:00,23:52:00,563945,00:16:00
2022-05-31,ORD04700,CUST037,767154,559,559,22:47:00,23:33:00,639369,23:53:00
2024-01-31,ORD04701,CUST094,979300,971,971,21:49:00,23:12:00,842083,23:37:00
2022-03-29,ORD04702,CUST060,290750,397,397,22:32:00,23:34:00,104015,00:02:00
2024-09-17,ORD04703,CUST065,930403,63,63,21:23:00,22:01:00,969104,22:33:00
2022-07-04,ORD04704,CUST088,803686,296,296,23:06:00,23:55:00,852208,00:35:00
2022-10-27,ORD04705,CUST022,251652,982,982,21:48:00,22:49:00,679149,23:24:00
2023-08-05,ORD04706,CUST035,563669,835,835,22:41:00,23:54:00,833447,00:17:00
2022-12-06,ORD04707,CUST086,889133,473,473,22:25:00,23:19:00,376342,23:39:00
2022-07-20,ORD04708,CUST091,342022,987,987,21:11:00,22:19:00,805995,22:50:00
2024-01-05,ORD04709,CUST007,861337,581,581,21:51:00,22:28:00,842083,23:06:00
2022-01-29,ORD04710,CUST078,177366,582,582,22:31:00,23:20:00,491934,23:59:00
2023-06-11,ORD04711,CUST063,938845,293,293,22:31:00,23:16:00,965360,23:56:00
2022-03-20,ORD04712,CUST010,470428,981,981,23:28:00,00:44:00,725173,01:05:00
2022-09-07,ORD04713,CUST055,548275,27,27,22:05:00,22:51:00,147795,23:21:00
2022-12-10,ORD04714,CUST094,105386,771,771,23:05:00,00:22:00,842083,00:53:00
2022-06-07,ORD04715,CUST060,753811,209,209,22:24:00,23:17:00,639369,23:55:00
2022-09-18,ORD04716,CUST038,465996,756,756,21:52:00,22:52:00,740803,23:28:00
2023-10-08,ORD04717,CUST075,380198,332,332,21:08:00,21:55:00,842083,22:15:00
2024-04-22,ORD04718,CUST090,393171,348,348,23:28:00,00:22:00,491934,00:57:00
2023-06-18,ORD04719,CUST055,949310,163,163,23:35:00,01:04:00,284331,01:28:00
2022-09-01,ORD04720,CUST090,495896,503,503,23:13:00,00:06:00,257344,00:35:00
2023-09-28,ORD04721,CUST054,678083,584,584,21:10:00,22:39:00,927199,23:13:00
2023-11-25,ORD04722,CUST023,893771,90,90,23:18:00,23:48:00,761087,00:09:00
2024-08-05,ORD04723,CUST057,888826,372,372,22:22:00,23:31:00,639369,00:03:00
2022-10-24,ORD04724,CUST011,215336,373,373,21:12:00,22:23:00,740803,22:50:00
2024-07-06,ORD04725,CUST027,737329,129,129,21:28:00,22:57:00,927199,23:36:00
2024-04-02,ORD04726,CUST020,690861,232,232,22:27:00,23:21:00,975958,23:41:00
2024-05-31,ORD04727,CUST097,317997,119,119,23:13:00,00:23:00,730082,00:43:00
2023-10-29,ORD04728,CUST073,368560,493,493,23:13:00,00:15:00,563945,00:55:00
2022-06-30,ORD04729,CUST034,632183,531,531,21:35:00,22:48:00,639369,23:28:00
2024-06-20,ORD04730,CUST010,314209,769,769,23:00:00,00:04:00,834169,00:44:00
2024-06-28,ORD04731,CUST041,185133,84,84,23:37:00,01:04:00,852208,01:27:00
2024-04-06,ORD04732,CUST085,510342,904,904,21:01:00,22:30:00,747240,22:59:00
2022-09-09,ORD04733,CUST057,862812,235,235,21:36:00,22:39:00,740803,23:15:00
2023-07-29,ORD04734,CUST066,357024,732,732,21:21:00,22:43:00,284331,23:15:00
2024-09-18,ORD04735,CUST070,266952,308,308,22:26:00,23:13:00,842083,23:40:00
2024-03-02,ORD04736,CUST003,869908,524,524,21:46:00,22:21:00,124266,22:58:00
2022-07-16,ORD04737,CUST067,562012,192,192,22:25:00,23:51:00,376747,00:24:00
2022-01-02,ORD04738,CUST028,832819,782,782,23:00:00,00:25:00,975958,00:56:00
2023-10-28,ORD04739,CUST037,325823,586,586,22:40:00,23:26:00,834169,23:59:00
2023-05-22,ORD04740,CUST067,837161,869,869,21:27:00,22:00:00,725173,22:30:00
2024-10-02,ORD04741,CUST089,612527,281,281,21:29:00,22:03:00,124266,22:28:00
